POA_CODE_2021,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_149_Family_households,HI_1_149_Non_family_hseholds,HI_1_149_Tot,HI_150_299_Family_households,HI_150_299_Non_fam_househlds,HI_150_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_499_Family_households,HI_400_499_Non_fam_househlds,HI_400_499_Tot,HI_500_649_Family_households,HI_500_649_Non_fam_househlds,HI_500_649_Tot,HI_650_799_Family_households,HI_650_799_Non_fam_househlds,HI_650_799_Tot,HI_800_999_Fam_households,HI_800_999_Non_fam_hsehlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1749_Fam_households,HI_1500_1749_Non_fam_hsehlds,HI_1500_1749_Tot,HI_1750_1999_Fam_households,HI_1750_1999_Non_fam_hsehlds,HI_1750_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
POA6564,0,0,0,0,0,0,0,0,0,0,3,3,0,11,7,0,3,3,15,0,21,5,4,12,7,6,8,7,8,14,9,0,10,10,4,7,13,0,12,9,0,9,4,3,7,3,0,3,6,0,10,14,0,11,0,0,0,88,46,134
POA6566,13,10,26,5,10,9,4,21,22,5,27,31,18,93,121,24,41,71,75,31,107,75,37,108,63,32,100,67,17,85,42,19,63,47,16,69,94,17,111,62,4,68,60,0,61,29,0,32,50,10,61,119,4,122,19,13,30,884,405,1291
POA6567,0,0,4,0,0,5,0,4,4,0,5,5,6,7,16,3,5,4,11,0,8,8,4,12,5,3,10,20,7,20,4,0,3,3,0,3,15,5,17,11,0,11,9,0,9,4,0,4,8,0,8,21,0,22,0,0,0,128,45,170
POA6568,0,0,0,0,0,0,0,3,3,0,3,6,0,4,5,0,0,0,3,0,4,7,0,7,0,0,0,3,0,3,6,4,9,0,0,3,6,0,9,5,0,5,0,0,0,3,0,3,4,0,9,16,0,16,0,0,0,57,20,74
POA6569,0,0,0,0,0,0,0,0,0,0,5,5,0,3,3,0,3,3,4,3,10,3,0,3,3,7,5,6,5,12,4,3,7,7,0,0,4,0,10,8,0,8,6,0,6,0,0,0,8,0,10,17,0,18,4,6,4,67,31,98
POA6571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,5,3,0,3,0,0,0,15,10,27
POA6572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,18,5,15
POA6574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,5,3,0,3,0,0,0,0,0,0,3,0,3,7,0,7,0,0,0,19,4,27
POA6575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,0,4,4,0,3,3,0,0,4,0,0,0,0,0,0,3,3,4,3,0,3,0,0,0,0,0,0,3,0,3,8,0,8,0,0,0,20,13,35
POA6603,0,3,8,5,0,6,0,10,8,5,3,4,5,25,34,14,12,29,22,13,36,17,15,31,22,16,44,17,10,22,13,14,24,18,4,20,36,12,47,24,0,21,27,3,33,5,0,5,23,3,31,33,0,31,0,4,7,285,155,440
POA6605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,3,16
POA6606,0,0,0,0,0,0,0,6,6,3,0,0,0,6,6,0,0,3,0,6,10,4,5,8,4,0,6,3,0,6,0,0,0,0,0,0,7,0,7,5,0,5,0,0,0,0,0,0,5,0,5,4,0,4,0,3,3,39,25,59
POA6608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,4,0,5,3,6,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,4,0,4,4,0,4,0,0,0,25,9,38
POA6609,0,0,0,0,0,0,0,0,0,0,6,6,6,0,5,9,8,9,9,8,17,12,6,20,8,12,20,11,11,18,10,3,15,5,0,10,27,6,31,27,0,28,17,0,17,13,0,13,23,4,28,23,0,22,4,3,6,192,74,266
POA6612,4,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,3,7,0,0,0,4,0,4,4,0,4,0,0,0,5,0,5,0,0,0,4,0,4,6,0,6,0,3,3,33,14,47
POA6613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,12,9,16
POA6614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5
POA6616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,13
POA6620,0,0,0,0,0,0,4,0,4,0,0,0,0,5,12,4,0,4,3,3,7,3,0,3,5,7,7,8,6,11,3,4,9,7,0,9,9,0,11,6,0,6,3,0,4,0,0,0,8,0,8,4,0,4,0,4,6,72,38,103
POA6623,0,5,5,0,0,0,3,6,9,0,9,9,0,14,17,0,3,9,10,4,9,7,5,13,12,8,13,8,8,16,8,8,11,4,0,9,18,6,23,4,0,7,9,0,9,9,0,9,3,3,9,14,0,14,5,5,5,117,71,192
POA6625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,3,0,3,4,0,4,0,0,0,0,0,0,0,0,0,4,0,5,4,0,4,0,0,0,16,3,22
POA6627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,15,7,18
POA6628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
POA6630,0,0,5,3,0,0,5,3,8,0,8,11,0,17,14,0,8,9,5,0,11,5,4,7,5,4,11,5,6,10,10,0,10,0,6,4,6,0,11,11,0,11,12,0,13,7,0,7,8,3,4,16,0,16,3,0,3,98,63,162
POA6631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,4
POA6632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,17,3,26
POA6635,0,0,0,0,0,0,0,3,3,0,0,5,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,5,5,9,4,0,6,3,3,9,0,0,0,6,0,6,3,0,3,0,0,0,5,0,5,0,0,3,37,22,57
POA6638,4,4,9,0,0,0,0,0,0,0,4,3,3,4,6,3,4,9,8,8,14,3,4,7,4,3,12,6,3,11,0,0,3,3,5,4,9,3,11,7,0,7,0,5,5,0,0,0,3,3,6,6,3,12,0,5,9,71,57,128
POA6639,0,0,0,0,0,0,0,0,0,0,3,5,0,4,4,0,0,0,0,0,3,0,0,3,0,4,4,0,0,0,0,0,0,4,0,3,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,27,43
POA6640,0,0,0,0,0,0,0,0,0,0,4,4,4,15,16,0,9,9,6,0,3,0,0,0,0,0,0,3,0,5,3,3,3,0,0,5,0,0,5,0,0,0,0,5,5,4,0,4,0,0,0,4,5,3,0,0,4,20,45,70
POA6642,7,6,7,0,0,0,5,3,7,7,13,15,6,14,21,6,3,11,14,3,20,7,8,11,12,8,23,9,10,17,9,6,18,11,0,15,18,14,36,7,0,7,9,0,8,3,0,6,4,5,7,26,0,26,11,20,31,170,108,276
POA6646,0,0,4,0,0,0,6,0,7,0,0,5,9,4,8,5,0,5,6,0,6,5,5,9,4,6,6,4,6,9,3,3,3,4,0,3,5,3,6,3,0,3,0,0,3,0,0,0,3,0,3,5,0,5,0,7,9,56,34,84
POA6701,9,20,28,7,9,14,13,30,43,11,55,61,28,90,117,26,61,84,81,45,119,57,66,124,53,62,120,77,47,126,50,24,70,72,25,96,133,43,177,105,6,115,88,11,95,45,0,49,105,22,124,131,13,149,27,35,64,1120,655,1774
POA6705,0,4,4,0,0,0,0,3,3,0,0,0,6,0,3,0,0,0,0,0,4,3,0,3,4,4,5,4,0,6,4,0,5,0,0,0,5,3,6,0,0,0,5,0,5,4,0,4,3,0,3,3,0,8,0,0,0,38,20,57
POA6707,10,11,13,0,4,4,0,11,11,6,19,21,10,30,41,11,27,37,23,21,45,34,20,52,39,23,59,36,15,56,34,20,54,40,22,63,92,39,129,85,6,86,50,19,72,44,4,49,92,19,108,133,24,158,9,33,39,743,354,1093
POA6710,0,6,6,0,0,0,0,3,4,4,3,5,0,9,12,9,0,9,8,5,10,5,7,10,4,7,12,4,9,15,3,0,3,10,4,12,25,14,42,27,0,28,21,0,21,19,0,19,47,6,55,12,0,15,4,5,3,209,73,282
POA6712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6713,5,6,8,0,0,0,0,0,0,3,0,7,0,0,0,3,0,3,0,5,3,0,0,0,5,3,10,7,3,10,6,6,12,8,7,9,18,14,28,26,0,21,40,0,38,32,0,30,142,11,147,40,0,40,0,0,3,317,67,388
POA6714,12,20,33,6,4,14,4,20,20,7,27,32,16,31,49,16,25,40,24,33,54,34,42,74,53,70,121,64,93,158,81,127,209,132,141,271,371,275,646,327,22,346,452,99,546,317,20,340,1413,181,1593,436,40,476,23,38,64,3787,1294,5089
POA6716,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,6,3,0,5,3,4,6,4,4,7,5,0,5,10,0,6,0,0,0,10,0,10,9,0,9,0,0,0,48,22,66
POA6718,0,6,0,0,0,0,5,6,9,9,8,8,4,8,16,13,4,18,14,5,17,18,3,27,19,4,24,9,6,18,9,0,8,12,0,13,18,3,18,11,0,11,7,0,10,9,0,6,5,0,5,6,0,10,0,0,0,169,56,224
POA6720,0,3,3,0,0,3,0,0,0,0,6,3,0,4,3,0,0,3,6,3,7,5,0,7,4,9,12,8,7,14,5,13,20,10,9,16,36,43,78,45,0,44,46,21,70,43,0,43,187,19,200,47,3,46,7,5,11,459,151,605
POA6721,0,12,15,0,0,3,0,6,8,0,18,18,6,12,13,0,9,17,3,7,13,0,11,12,9,19,25,9,22,33,15,42,59,21,24,50,64,111,176,69,7,75,129,42,166,95,7,100,422,71,492,99,17,117,16,12,28,972,448,1417
POA6722,24,22,38,5,5,11,12,21,31,11,34,49,25,23,47,20,23,46,51,23,74,49,28,75,59,61,117,67,73,139,63,94,157,97,98,197,257,218,480,244,15,259,287,78,360,214,11,226,632,89,722,286,26,315,55,36,93,2465,983,3445
POA6725,15,32,48,12,16,34,15,39,58,29,105,129,41,72,109,45,45,98,102,40,139,70,51,122,102,83,192,112,67,181,81,70,152,101,51,150,267,111,382,241,21,264,239,28,261,152,9,162,347,42,394,343,41,379,58,60,117,2388,992,3376
POA6726,9,13,19,5,3,9,9,17,24,11,26,40,17,43,56,27,19,48,34,28,57,38,36,74,52,45,98,45,41,86,38,43,83,42,51,90,154,60,211,114,17,133,136,13,153,91,3,93,228,24,252,191,32,225,23,14,40,1278,518,1794
POA6728,3,7,17,0,8,7,22,39,55,15,22,35,75,41,118,29,16,49,78,16,95,45,21,73,65,34,101,55,43,104,39,55,93,46,35,79,74,56,129,51,0,51,66,5,72,26,0,26,67,12,78,121,10,130,36,17,56,926,446,1369
POA6740,9,3,11,3,3,3,10,7,15,4,14,24,4,14,16,14,10,19,23,3,27,27,7,30,26,12,36,14,7,26,11,12,28,9,7,13,26,15,41,10,0,17,13,6,17,8,0,8,11,3,12,27,6,29,11,5,17,264,129,389
POA6743,9,17,26,9,9,12,9,15,22,18,23,37,28,28,57,30,19,47,32,20,57,46,24,69,64,41,109,66,59,124,46,63,107,68,47,111,156,65,220,134,14,151,123,12,136,57,4,63,174,18,196,200,14,208,33,36,64,1293,525,1817
POA6751,3,9,10,0,0,0,0,7,12,0,7,7,8,6,12,10,0,10,3,5,7,5,7,15,9,10,19,5,17,24,9,11,20,21,22,41,81,80,157,69,4,70,103,17,120,75,0,76,193,11,211,80,6,89,5,7,17,679,219,895
POA6753,5,8,9,0,3,4,0,6,9,3,5,11,8,5,6,6,8,7,18,11,29,15,15,26,24,19,35,20,41,65,37,36,70,40,49,90,77,95,170,121,3,127,107,36,146,108,3,108,302,32,331,113,15,125,3,10,13,997,385,1382
POA6754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,3,3,0,5,5,6,8,14,8,9,20,24,40,66,8,0,8,37,18,47,30,0,30,75,12,91,41,3,42,0,0,0,235,103,335
POA6758,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,0,5,0,0,0,0,0,0,7,0,8,3,0,6,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,24,13,42
POA6760,0,5,5,0,0,0,0,8,8,0,4,7,10,0,8,3,0,3,7,0,9,0,4,8,13,8,19,9,3,8,0,0,9,0,8,5,0,0,6,4,0,4,0,0,0,0,5,5,6,4,11,4,0,4,8,4,6,61,61,121
POA6762,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,3,0,3,8,0,8,3,3,7,5,0,4,0,4,6,0,0,0,0,5,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,8,44,13,52
POA6765,0,0,0,0,6,5,0,15,21,5,16,22,23,6,28,10,0,13,32,8,40,37,10,48,25,15,37,18,11,32,8,12,18,21,16,28,21,26,48,22,4,19,23,5,26,10,0,10,12,8,14,46,0,43,0,5,9,313,150,469
POA6770,0,0,0,3,8,8,18,23,38,18,22,35,43,17,63,36,12,45,50,8,61,52,11,65,51,13,63,44,20,65,20,26,45,23,24,44,32,26,57,37,0,37,19,7,25,7,0,9,14,0,19,66,5,73,45,21,62,576,245,817
