SED_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arrival_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,United_States_America_2016,United_States_America_2017,United_States_America_2018,United_States_America_2019,United_States_America_2020,United_States_America_2021,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arrival_NS,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_NS,Tot_Tot
SED50106,0,0,0,9,35,29,270,129,35,24,24,29,10,3,6,608,9,3,3,3,10,6,4,0,3,0,0,0,0,0,0,41,0,0,3,6,4,0,9,3,0,0,0,4,0,0,3,34,0,9,14,20,34,43,186,82,14,14,16,28,0,0,8,458,0,3,3,0,0,6,4,7,0,0,10,0,0,0,0,32,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,17,0,0,0,0,0,11,46,44,15,0,5,0,3,0,5,146,111,246,1003,638,388,219,287,124,15,12,18,20,4,0,111,3195,0,0,14,37,28,23,27,9,7,0,0,7,3,0,0,148,0,0,0,3,0,7,9,7,0,0,3,5,0,0,15,38,17,35,65,63,75,51,168,91,34,21,22,18,11,42,36,740,204,531,1321,968,842,570,1339,699,155,100,129,152,54,65,303,7440
SED50202,0,0,3,20,61,43,438,501,86,44,39,39,26,3,21,1327,3,0,0,4,21,6,8,0,0,4,0,0,0,0,0,54,0,0,7,24,26,27,95,22,4,5,0,3,0,0,7,220,0,0,7,36,36,33,223,93,8,7,11,16,4,5,6,485,0,5,0,0,4,18,96,137,6,10,3,3,12,0,5,293,0,0,0,0,3,5,7,20,0,0,5,0,0,0,0,41,0,0,0,5,17,28,167,86,19,21,14,12,5,4,6,386,48,183,1371,955,733,346,369,168,15,15,16,20,0,9,119,4375,0,3,7,18,22,18,28,14,5,0,3,3,0,0,0,127,0,0,0,5,13,16,14,17,0,4,3,10,3,0,0,82,12,28,138,128,159,183,1120,532,89,54,66,65,13,15,61,2658,119,476,1819,1543,1733,1222,4229,2931,386,280,294,311,119,65,342,15869
SED50304,0,0,3,10,41,49,133,140,31,35,24,26,9,0,3,510,10,7,10,7,83,28,19,14,0,0,0,0,0,0,0,184,0,5,13,19,46,33,79,23,0,10,0,4,8,0,6,242,0,0,5,28,67,111,200,71,18,10,0,0,8,6,8,534,0,0,3,6,22,15,31,20,8,8,8,33,14,0,0,170,0,0,0,0,16,19,14,49,8,6,10,11,0,0,0,137,0,0,0,4,19,20,46,52,12,9,6,5,10,4,7,194,26,83,364,301,344,201,426,215,38,26,25,30,21,0,38,2140,0,0,11,11,14,21,46,26,3,3,4,5,3,3,9,158,0,0,0,77,214,96,97,70,24,21,20,9,7,0,22,665,30,35,181,165,257,523,856,735,245,265,288,493,156,10,58,4299,193,920,1589,1184,1850,1922,3821,3335,771,696,761,1037,435,60,397,18968
SED50405,0,0,0,10,46,59,647,694,104,93,64,68,25,16,19,1842,0,0,0,6,16,4,22,13,0,0,0,0,0,0,0,62,3,0,3,10,14,19,103,36,0,10,9,0,0,0,5,201,0,0,9,30,59,113,689,289,57,35,34,34,24,8,9,1385,0,0,0,0,4,4,27,28,0,6,0,0,3,0,0,80,0,0,0,0,0,0,8,9,0,0,0,3,0,0,4,31,0,0,0,0,7,15,45,41,8,4,5,9,7,5,3,160,34,115,921,774,767,505,1777,1112,64,60,68,59,23,0,93,6394,4,0,9,11,16,28,51,24,5,7,5,0,5,4,3,171,0,0,0,0,3,10,46,12,4,0,4,10,10,0,6,101,8,18,88,94,129,221,987,526,96,69,64,46,30,14,41,2416,78,256,1197,1168,1515,1494,6704,4774,560,453,469,423,216,94,305,19699
SED50502,0,0,0,16,79,103,172,220,38,33,31,30,15,0,19,759,6,7,9,13,77,21,15,4,6,3,4,0,0,0,0,164,3,0,11,49,53,15,46,8,6,0,3,3,0,0,0,207,0,0,8,14,55,56,141,37,0,4,9,4,0,3,8,338,0,3,5,15,40,14,35,33,8,4,6,7,0,0,4,169,0,0,0,0,3,3,11,23,4,0,0,8,0,0,0,69,0,0,0,5,31,33,84,34,9,4,11,7,4,0,6,226,41,125,734,441,401,203,378,171,25,10,16,10,9,8,47,2618,0,0,6,5,9,20,28,13,3,4,0,0,3,0,0,99,0,0,0,112,321,278,227,136,31,25,22,31,33,4,49,1276,25,48,199,234,261,536,733,332,47,51,69,42,14,9,59,2652,143,420,1404,1350,2137,2142,3553,2010,314,247,318,308,156,54,317,14873
SED50605,0,0,5,12,46,15,55,97,18,9,10,14,12,3,11,314,5,0,0,9,39,7,12,6,0,0,0,0,4,0,0,86,4,4,24,76,241,167,251,105,18,16,16,37,18,5,6,1002,0,3,15,75,109,134,300,91,19,19,15,19,25,4,7,833,0,0,3,8,72,84,76,23,0,0,3,5,8,0,0,299,0,0,0,0,30,28,27,40,4,5,6,8,4,0,3,151,0,0,0,9,13,17,61,29,6,7,4,7,10,0,6,176,38,136,629,522,588,332,588,333,30,29,41,29,27,16,43,3380,0,8,4,28,23,25,57,36,8,11,5,8,7,11,9,246,0,0,0,48,50,19,25,15,5,16,15,6,3,5,6,207,36,32,142,203,309,290,415,297,45,59,50,77,66,3,27,2053,157,464,1216,1547,3293,2605,3808,2227,391,388,377,497,355,92,255,17654
SED50702,0,0,0,13,71,53,278,442,79,66,58,91,16,3,33,1204,12,14,13,10,58,17,8,9,0,0,0,0,3,0,6,147,6,0,8,60,83,67,113,57,8,8,21,10,13,0,8,470,0,0,6,16,55,52,176,72,9,0,15,19,5,4,8,434,0,0,0,23,25,23,94,61,17,9,21,38,25,0,6,348,0,0,0,0,5,18,43,85,13,11,13,14,0,0,4,212,0,0,0,4,29,40,94,58,16,11,13,6,10,3,7,292,37,139,749,471,353,213,360,245,25,13,19,40,19,3,67,2751,0,3,3,15,12,18,29,29,3,8,8,6,0,3,6,151,0,0,0,45,75,50,98,66,17,10,12,14,7,0,24,417,21,46,182,181,243,338,911,568,192,159,182,224,90,38,62,3428,164,450,1327,1234,1737,1685,4628,3868,793,687,793,990,394,113,416,19284
SED50805,0,0,0,0,18,12,32,28,0,3,9,3,7,0,7,133,4,3,0,10,34,8,3,4,3,0,0,0,0,0,0,69,0,3,16,21,25,23,29,13,3,11,5,5,0,0,4,170,0,4,10,37,81,88,175,46,7,10,10,6,4,3,3,484,0,0,0,6,6,7,4,4,3,0,0,4,0,0,0,42,0,0,0,0,5,0,6,10,0,0,0,0,0,0,0,19,0,0,0,4,10,8,27,24,3,10,5,0,5,0,3,107,65,143,623,562,618,403,807,365,55,40,35,35,21,8,68,3848,0,0,14,20,38,28,42,34,8,6,7,9,6,6,10,219,0,0,0,10,14,0,6,3,0,0,0,0,0,0,0,41,31,36,157,133,193,161,317,210,31,44,29,42,24,6,36,1443,177,482,1169,1101,1518,1099,2035,1152,161,168,156,163,129,39,217,9756
SED50906,0,0,0,11,29,44,254,212,36,37,39,41,30,4,21,756,3,4,4,9,23,6,6,6,0,0,0,0,0,0,3,64,0,7,6,0,3,3,21,5,0,4,4,0,4,0,0,56,0,0,10,25,38,58,433,193,20,40,15,36,17,7,22,903,0,0,3,0,5,3,14,12,7,4,0,0,0,4,0,56,0,0,0,0,0,4,3,18,4,10,11,30,8,0,0,88,0,0,0,0,10,6,44,16,8,3,3,9,0,0,0,100,73,181,743,453,356,199,478,235,23,10,16,37,19,6,91,2925,0,0,11,27,12,3,26,12,8,0,0,8,0,7,0,115,0,0,0,3,7,17,18,18,0,3,0,0,0,0,5,75,14,25,76,78,81,82,320,177,39,48,30,44,27,3,31,1084,171,457,1038,837,914,701,2269,1511,221,250,230,321,150,50,291,9404
SED51004,0,0,0,7,59,35,104,116,20,12,11,23,8,4,4,407,0,0,3,11,86,35,15,29,0,3,0,3,3,0,0,192,0,0,5,16,34,50,68,19,6,5,3,7,6,0,3,231,0,0,5,36,51,193,1169,608,73,75,74,76,41,21,13,2427,0,0,0,9,3,0,16,5,0,0,0,5,5,0,0,47,0,0,0,0,0,11,7,10,0,0,0,3,0,0,0,39,0,0,0,5,10,10,45,42,5,7,0,9,0,0,0,148,18,96,639,742,1294,1244,3797,1729,160,124,116,113,64,18,124,10286,0,0,10,24,12,18,51,43,5,8,0,8,3,0,5,186,0,0,0,5,34,28,35,28,6,6,0,7,0,0,6,146,3,14,107,136,295,324,736,313,51,48,49,47,24,3,23,2191,62,193,940,1233,2521,2553,7276,3802,430,381,384,426,229,70,247,20752
SED51104,0,0,0,3,44,42,215,204,29,22,17,27,5,7,9,633,4,0,3,6,44,20,23,22,0,0,0,0,0,0,0,127,0,0,6,12,8,19,55,21,4,0,0,0,4,0,3,138,0,0,4,24,55,110,1005,655,90,54,71,80,27,22,16,2213,0,0,0,6,6,0,16,10,0,0,0,0,0,0,0,34,0,0,0,0,4,5,9,8,0,0,0,9,0,0,0,32,0,0,0,0,13,12,51,35,8,3,12,12,4,6,4,157,41,131,799,825,1196,1077,4070,2293,234,141,125,117,52,20,230,11353,0,5,12,4,18,26,44,30,0,6,4,8,0,0,0,156,0,0,0,5,19,14,16,21,5,9,0,0,5,3,3,99,8,23,81,125,204,214,1147,445,85,56,63,67,30,9,53,2616,75,271,1066,1266,2153,2211,8412,5053,566,414,420,453,243,111,440,23153
SED51205,0,0,0,5,99,62,571,624,103,56,59,117,37,10,22,1758,4,4,3,9,41,20,11,4,0,0,0,0,0,0,5,99,0,0,15,89,97,95,214,62,23,23,21,15,7,0,8,675,0,0,5,28,65,51,124,51,10,13,6,8,0,0,9,362,0,3,3,7,27,43,169,166,13,18,33,56,25,3,10,567,0,0,0,0,3,16,38,98,9,9,17,19,9,0,6,235,0,0,0,6,35,41,124,31,18,16,9,4,0,5,9,307,63,123,707,561,425,167,305,116,15,12,11,23,9,4,50,2579,0,0,8,12,14,21,26,20,4,8,0,3,3,0,4,132,0,0,0,46,78,35,74,74,26,10,16,21,13,0,14,416,15,22,192,229,377,533,1075,712,261,163,223,281,86,17,72,4264,151,411,1307,1457,2320,2155,7122,5208,1367,1079,1453,1737,591,95,496,26946
SED51304,0,0,5,11,28,14,15,14,3,0,4,0,0,0,5,105,3,0,3,12,59,17,21,10,6,0,0,4,5,0,4,148,0,3,12,28,37,27,36,4,7,6,5,0,0,0,10,171,0,3,13,55,120,254,531,161,34,32,48,28,25,11,5,1330,0,3,3,3,5,10,10,5,0,0,0,0,0,0,0,39,0,0,0,0,11,6,0,3,0,0,8,0,0,0,0,25,0,0,0,0,11,6,14,18,8,3,0,3,0,0,0,64,58,212,671,627,756,540,1137,612,77,45,51,47,25,6,85,4938,5,4,10,20,27,27,53,40,7,4,15,13,15,10,4,255,0,0,0,23,32,11,12,5,0,0,0,9,0,0,0,100,19,42,128,192,241,234,441,209,49,18,33,23,25,3,28,1688,166,568,1186,1376,2030,1583,3102,1561,246,170,221,192,137,30,203,12783
SED51401,0,0,0,4,16,22,92,133,40,12,14,32,16,5,12,388,14,0,0,3,8,4,3,0,0,3,0,0,0,0,3,29,0,3,5,3,7,4,7,0,0,0,0,0,0,0,0,33,0,0,5,13,18,34,107,35,6,3,0,3,0,4,7,241,0,0,0,0,3,0,9,0,0,0,0,0,0,0,19,34,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,5,3,17,10,0,0,0,8,0,0,4,41,63,149,714,382,210,117,173,85,8,3,10,0,3,0,99,2030,0,0,9,8,9,5,10,13,6,0,0,5,0,0,3,72,0,0,0,0,5,3,0,9,0,0,6,0,0,0,28,57,21,25,79,51,47,42,94,57,18,12,6,16,12,3,111,594,166,334,956,681,570,450,789,579,121,67,69,119,58,22,530,5500
SED51504,0,0,5,0,18,19,44,38,11,10,9,6,8,4,5,167,10,0,0,18,47,11,12,6,7,0,0,0,0,0,7,113,4,10,10,48,65,63,103,35,0,15,6,8,19,0,5,386,0,3,18,50,116,147,343,117,13,25,16,22,18,6,14,910,5,5,3,16,32,19,43,13,0,4,4,18,10,0,3,174,0,0,0,3,15,15,13,27,8,0,7,3,0,0,0,87,0,0,0,4,9,6,33,14,3,3,0,3,3,0,6,98,45,135,424,444,566,424,708,374,39,26,59,61,46,5,81,3439,0,0,12,25,39,43,86,66,7,9,12,25,18,4,5,344,0,0,0,44,50,25,11,35,4,0,4,9,0,0,4,178,36,28,87,149,240,291,512,523,214,252,356,495,218,7,47,3464,205,475,817,1197,1978,1694,3318,2278,498,528,668,901,455,78,281,15375
SED51605,0,0,0,12,46,42,413,584,92,54,53,69,13,4,17,1409,0,0,0,11,73,25,15,18,0,0,3,0,0,0,0,146,0,0,9,15,41,77,144,35,12,10,9,6,6,0,3,366,0,0,11,34,103,157,335,147,6,16,20,24,12,0,3,870,0,0,3,3,19,12,27,30,12,0,0,3,3,0,0,134,0,0,0,0,5,12,14,26,3,0,3,0,0,0,0,63,0,0,0,3,15,14,59,42,9,14,9,6,4,0,9,190,32,89,608,469,518,346,867,517,53,43,38,33,16,11,50,3692,0,4,5,9,20,23,35,20,6,9,5,17,10,4,0,159,0,0,0,14,18,12,15,20,4,5,4,6,5,0,0,89,15,30,195,226,433,453,665,367,56,57,47,32,22,5,38,2635,91,352,1194,1058,1910,1919,4528,3203,394,377,335,395,196,63,237,16254
SED51706,0,0,0,3,24,14,73,95,12,15,11,9,5,0,9,265,6,3,3,0,11,3,4,0,0,0,0,0,0,0,3,37,0,0,0,10,0,5,20,9,0,0,0,0,0,0,7,56,0,5,9,24,32,59,254,117,8,8,16,11,6,0,4,559,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,8,22,3,0,15,21,5,0,0,77,0,0,0,7,4,11,13,7,0,0,7,5,4,0,5,70,68,152,796,540,385,184,352,154,24,11,10,9,8,3,90,2777,0,0,10,13,19,9,26,9,0,0,0,0,0,0,0,99,0,0,0,0,0,4,20,9,6,0,6,5,5,3,3,55,11,13,65,73,81,50,201,103,7,11,15,9,4,15,9,679,164,359,1047,895,929,571,1570,910,102,90,136,114,65,28,213,7191
SED51804,0,0,5,3,16,10,18,24,4,3,4,4,0,0,3,96,0,0,4,15,53,8,12,25,0,0,0,0,0,0,4,130,11,8,24,45,47,67,82,33,14,14,16,4,13,6,15,388,0,9,24,63,159,139,353,119,24,18,17,21,11,7,16,992,8,4,7,11,25,14,26,14,4,0,0,5,0,0,0,120,0,0,0,0,6,11,8,3,0,0,0,0,0,0,0,26,0,0,0,0,4,11,22,11,3,3,7,9,0,0,3,76,86,192,650,579,512,493,820,463,54,70,72,111,64,25,106,4292,3,0,29,51,63,58,97,71,14,29,19,28,36,16,13,544,0,0,3,13,8,3,0,8,0,5,0,3,0,0,4,55,25,36,151,153,202,245,410,313,46,76,92,170,49,11,30,2013,220,444,1136,1295,1668,1565,2645,1605,258,334,364,600,340,135,284,12889
SED51902,0,0,0,3,20,16,125,127,17,12,11,11,9,5,5,351,0,0,0,0,28,3,5,3,0,0,0,0,0,0,0,49,0,3,10,10,17,11,58,28,0,4,5,3,3,0,7,154,0,0,5,37,60,94,414,152,7,11,10,12,5,5,18,838,0,0,0,0,6,3,15,12,0,0,0,0,0,0,0,51,0,0,0,0,0,0,3,7,0,0,0,4,0,0,0,11,0,0,0,5,9,14,31,18,3,3,4,0,3,0,9,86,43,153,1213,1004,934,550,992,312,16,17,17,10,6,5,146,5416,0,4,12,20,17,22,40,18,3,0,3,5,3,0,8,161,0,0,0,5,13,4,5,12,0,0,3,0,5,0,0,54,14,25,107,107,163,135,568,233,25,21,24,25,9,8,48,1491,99,404,1564,1476,1794,1282,3314,1613,146,104,127,148,96,36,336,12545
SED52006,0,0,4,3,29,28,95,95,16,21,18,19,7,0,5,339,0,0,5,4,10,4,7,4,0,4,0,0,0,0,4,41,0,3,8,8,10,4,6,7,0,0,0,0,0,0,5,60,0,7,13,23,34,80,354,160,24,11,25,15,9,4,11,763,3,3,7,3,0,6,8,11,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,9,0,0,0,0,10,16,36,35,10,3,12,9,5,4,0,154,100,304,1259,996,673,360,1363,782,62,40,40,41,18,10,139,6187,0,0,16,19,23,17,34,17,4,5,4,0,0,0,8,136,0,0,0,0,0,3,14,23,6,4,3,8,0,0,0,56,21,28,115,93,94,82,237,128,25,23,16,26,10,0,18,919,213,555,1653,1466,1337,868,2809,1771,166,159,164,198,83,55,260,11758
SED52102,0,0,0,10,49,56,344,265,22,34,33,36,8,4,14,882,0,5,5,4,21,15,12,4,0,0,0,0,0,0,0,62,0,0,7,30,44,24,57,26,0,0,0,0,0,0,9,202,0,0,4,12,55,34,169,56,11,6,0,3,15,0,5,387,0,0,5,0,3,11,87,42,7,0,3,12,9,0,0,182,0,0,0,0,0,9,24,19,0,4,3,6,0,0,0,61,0,0,0,5,29,20,64,31,6,6,11,7,3,0,3,173,45,134,826,589,510,225,355,187,12,12,7,12,13,5,62,2988,0,0,8,13,16,15,24,11,12,0,3,0,0,0,0,88,0,0,0,7,15,14,14,15,5,0,4,0,6,3,8,89,10,39,131,122,203,233,637,296,58,40,43,35,23,5,29,1900,120,374,1229,1108,1452,1130,3745,2134,297,216,259,278,141,45,240,12766
SED52205,0,0,0,0,28,17,101,164,39,21,40,29,15,9,10,479,6,0,3,3,51,10,8,5,0,5,0,6,0,0,0,104,0,8,6,9,14,19,22,12,0,0,4,3,0,0,0,107,0,9,21,48,64,63,155,56,7,0,14,8,10,7,0,460,0,0,0,3,0,7,3,5,6,0,0,0,0,0,3,39,0,0,0,0,0,4,12,11,0,4,5,0,0,0,0,29,0,0,0,0,14,6,33,17,6,0,0,7,10,3,5,104,69,141,726,612,647,440,804,456,39,43,62,90,45,9,72,4246,0,9,16,21,45,48,72,60,19,7,16,17,10,9,7,354,0,0,0,14,16,9,7,10,0,6,0,4,3,0,0,72,15,44,362,306,318,368,532,343,52,73,91,127,61,17,55,2762,200,842,1755,1423,1786,1475,2629,1761,294,252,357,463,231,85,322,13861
SED52301,0,0,0,5,34,37,112,155,31,23,17,25,11,5,3,462,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,16,0,0,0,10,0,3,7,0,0,0,0,0,0,0,5,39,0,0,13,16,20,22,198,147,7,14,12,8,8,6,3,478,0,0,0,0,3,6,18,6,0,4,0,0,0,0,0,40,0,0,0,0,0,3,6,13,0,0,3,4,0,0,0,35,0,0,0,3,4,15,35,26,15,13,0,6,9,4,6,131,38,117,527,260,140,110,280,157,9,15,10,3,8,3,68,1749,0,0,3,8,16,11,25,18,0,3,6,0,4,0,5,98,0,0,0,14,25,16,12,21,7,4,5,3,5,5,3,107,12,12,64,47,62,58,155,92,10,19,21,15,18,8,14,597,109,256,732,549,507,453,1236,944,127,141,110,110,91,50,147,5564
SED52404,0,0,0,6,44,25,32,24,4,5,4,5,4,0,5,164,6,4,3,10,101,11,10,17,5,0,0,3,0,0,0,176,0,3,8,37,20,31,23,10,0,0,4,0,0,6,4,138,0,3,10,40,93,213,488,198,34,40,35,32,9,23,5,1220,0,0,0,11,5,6,3,3,0,0,0,8,3,0,0,46,0,0,0,0,0,4,10,8,0,0,0,0,0,0,0,22,0,0,0,3,7,18,30,18,0,0,0,4,0,3,7,102,44,130,722,816,1150,756,1465,945,114,55,77,67,49,4,84,6481,0,0,7,15,21,23,45,36,3,8,0,5,12,5,3,192,0,0,0,22,29,14,13,8,3,0,0,3,3,0,4,94,11,21,129,156,294,299,499,250,28,25,43,30,17,5,26,1827,106,339,1119,1498,2494,1909,3426,2220,241,180,213,240,134,52,224,14407
SED52505,0,0,0,9,45,39,359,382,80,49,36,24,20,10,15,1061,3,0,0,5,39,13,19,5,0,0,3,0,0,0,0,86,0,4,11,53,138,196,516,223,41,38,43,33,18,0,8,1332,0,0,6,36,105,170,651,317,20,29,26,46,21,10,19,1460,0,0,0,3,34,73,306,276,30,30,16,15,12,0,5,807,0,0,0,0,7,23,33,41,6,5,22,21,3,0,8,161,0,0,0,12,25,14,63,27,3,5,9,4,5,0,10,172,22,100,561,545,745,362,797,485,47,29,39,28,16,9,72,3848,0,0,10,12,25,26,37,33,5,4,5,4,10,3,10,185,0,0,0,27,32,14,38,32,3,5,4,6,4,0,14,193,9,9,122,165,301,285,1126,585,74,98,69,74,38,20,70,3040,65,244,919,1209,2503,2313,9031,6041,839,757,697,723,367,116,487,26308
SED52604,0,0,0,3,51,36,36,35,12,8,12,19,12,0,6,225,0,0,0,10,100,16,14,13,4,5,0,0,0,0,0,169,0,5,6,34,44,48,57,19,10,3,3,8,7,0,5,254,0,0,3,34,97,247,816,356,52,33,53,48,35,24,23,1823,0,0,0,4,10,3,8,4,0,8,7,34,9,0,0,90,0,0,0,0,0,4,12,11,4,0,4,7,0,0,0,44,0,0,0,4,6,19,32,25,5,9,0,8,3,0,3,124,24,108,820,929,1657,1144,2617,1032,98,88,64,77,41,13,132,8833,0,0,7,21,25,30,45,24,5,4,5,5,12,0,5,190,0,0,0,16,40,10,10,15,3,6,3,9,9,0,0,124,8,26,139,149,278,280,613,252,43,57,48,66,41,8,38,2053,75,286,1172,1547,3090,2365,5168,2494,354,317,315,454,237,69,302,18235
SED52702,0,0,0,5,21,14,21,17,0,5,0,0,0,0,0,90,3,0,3,8,28,10,4,0,0,0,0,0,0,0,0,65,3,0,14,19,14,6,25,4,0,3,0,0,0,0,3,104,0,4,13,49,71,88,221,75,8,11,15,7,4,5,11,583,3,0,3,9,10,6,0,3,0,0,0,6,0,0,4,40,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,10,0,0,0,0,14,16,33,26,4,0,0,7,3,0,4,110,74,203,1343,1008,878,501,849,264,22,17,16,13,15,7,121,5331,0,5,26,26,28,31,45,30,0,0,3,4,3,6,14,222,0,0,0,0,4,4,5,6,3,0,5,0,0,0,5,35,35,41,194,168,215,147,208,102,11,7,8,10,4,0,30,1192,236,584,1952,1701,1825,1127,1887,814,81,73,81,67,41,27,257,10752
