LGA_CODE_2021,F_Unrel_ind_liv_fam_hh_0_14,F_Unre_ind_liv_fam_hh_15_24,F_Unre_ind_liv_fam_hh_25_34,F_Unre_ind_liv_fam_hh_35_44,F_Unre_ind_liv_fam_hh_45_54,F_Unre_ind_liv_fam_hh_55_64,F_Unre_ind_liv_fam_hh_65_74,F_Unre_ind_liv_fam_hh_75_84,F_Unrel_ind_liv_fam_hh_85ov,F_Unrel_ind_liv_fam_hh_Tot,F_Group_hh_mem_0_14,F_Group_hh_mem_15_24,F_Group_hh_mem_25_34,F_Group_hh_mem_35_44,F_Group_hh_mem_45_54,F_Group_hh_mem_55_64,F_Group_hh_mem_65_74,F_Group_hh_mem_75_84,F_Group_hh_mem_85ov,F_Group_hh_mem_Tot,F_LPer_0_14_yr,F_LPer_15_24_yr,F_LPer_25_34_yr,F_LPer_35_44_yr,F_LPer_45_54_yr,F_LPer_55_64_yr,F_LPer_65_74_yr,F_LPer_75_84_yr,F_LPer_85_yr_over,F_LPer_Tot,F_Vis_from_within_Aus_0_14,F_Vis_from_within_Aus_15_24,F_Vis_from_within_Aus_25_34,F_Vis_from_within_Aus_35_44,F_Vis_from_within_Aus_45_54,F_Vis_from_within_Aus_55_64,F_Vis_from_within_Aus_65_74,F_Vis_from_within_Aus_75_84,F_Vis_from_within_Aus_85ov,F_Vis_from_within_Aus_Tot,F_OS_vis_0_14_yr,F_OS_vis_15_24_yr,F_OS_vis_25_34_yr,F_OS_vis_35_44_yr,F_OS_vis_45_54_yr,F_OS_vis_55_64_yr,F_OS_vis_65_74_yr,F_OS_vis_75_84_yr,F_OS_vis_85_yr_over,F_Overseas_v_Total,F_Tot_0_14_yr,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Part_r_mar_0_14,P_Part_r_mar_15_24,P_Part_r_mar_25_34,P_Part_r_mar_35_44,P_Part_r_mar_45_54,P_Part_r_mar_55_64,P_Part_r_mar_65_74,P_Part_r_mar_75_84,P_Part_r_mar_85ov,P_Part_r_mar_Tot,P_Part_de_f_mar_0_14,P_Part_de_f_mar_15_24,P_Part_de_f_mar_25_34,P_Part_de_f_mar_35_44,P_Part_de_f_mar_45_54,P_Part_de_f_mar_55_64,P_Part_de_f_mar_65_74,P_Part_de_f_mar_75_84,P_Part_de_f_mar_85ov,P_Part_de_f_mar_Tot,P_LPar_0_14_yr,P_LPar_15_24_yr,P_LPar_25_34_yr,P_LPar_35_44_yr,P_LPar_45_54_yr,P_LPar_55_64_yr,P_LPar_65_74_yr,P_LPar_75_84_yr,P_LPar_85_yr_over,P_LPar_Tot,P_Child_u_15_0_14_yr,P_Child_u_15_15_24_yr,P_Child_u_15_25_34_yr,P_Child_u_15_35_44_yr,P_Child_u_15_45_54_yr,P_Child_u_15_55_64_yr,P_Child_u_15_65_74_yr,P_Child_u_15_75_84_yr,P_Child_u_15_85_yr_over,P_Child_u_15_Tot,P_Dep_stu15_24_0_14,P_Dep_stu15_24_15_24,P_Dep_stu15_24_25_34,P_Dep_stu15_24_35_44,P_Dep_stu15_24_45_54,P_Dep_stu15_24_55_64,P_Dep_stu15_24_65_74,P_Dep_stu15_24_75_84,P_Dep_stu15_24_85_over,P_Dep_stu15_24_Tot,P_Non_dep_child_0_14,P_Non_dep_child_15_24,P_Non_dep_child_25_34,P_Non_dep_child_35_44,P_Non_dep_child_45_54,P_Non_dep_child_55_64,P_Non_dep_child_65_74,P_Non_dep_child_75_84,P_Non_dep_child_85_over,P_Non_dep_child_Tot,P_Oth_rel_ind_0_14,P_Oth_rel_ind_15_24,P_Oth_rel_ind_25_34,P_Oth_rel_ind_35_44,P_Oth_rel_ind_45_54,P_Oth_rel_ind_55_64,P_Oth_rel_ind_65_74,P_Oth_rel_ind_75_84,P_Oth_rel_ind_85ov,P_Oth_rel_ind_Tot,P_Unrel_ind_liv_fam_hh_0_14,P_Unre_ind_liv_fam_hh_15_24,P_Unre_ind_liv_fam_hh_25_34,P_Unre_ind_liv_fam_hh_35_44,P_Unre_ind_liv_fam_hh_45_54,P_Unre_ind_liv_fam_hh_55_64,P_Unre_ind_liv_fam_hh_65_74,P_Unre_ind_liv_fam_hh_75_84,P_Unrel_ind_liv_fam_hh_85ov,P_Unrel_ind_liv_fam_hh_Tot,P_Group_hh_mem_0_14,P_Group_hh_mem_15_24,P_Group_hh_mem_25_34,P_Group_hh_mem_35_44,P_Group_hh_mem_45_54,P_Group_hh_mem_55_64,P_Group_hh_mem_65_74,P_Group_hh_mem_75_84,P_Group_hh_mem_85ov,P_Group_hh_mem_Tot,P_LPer_0_14_yr,P_LPer_15_24_yr,P_LPer_25_34_yr,P_LPer_35_44_yr,P_LPer_45_54_yr,P_LPer_55_64_yr,P_LPer_65_74_yr,P_LPer_75_84_yr,P_LPer_85_yr_over,P_LPer_Tot,P_Vis_from_within_Aus_0_14,P_Vis_from_within_Aus_15_24,P_Vis_from_within_Aus_25_34,P_Vis_from_within_Aus_35_44,P_Vis_from_within_Aus_45_54,P_Vis_from_within_Aus_55_64,P_Vis_from_within_Aus_65_74,P_Vis_from_within_Aus_75_84,P_Vis_from_within_Aus_85ov,P_Vis_from_within_Aus_Tot,P_OS_vis_0_14_yr,P_OS_vis_15_24_yr,P_OS_vis_25_34_yr,P_OS_vis_35_44_yr,P_OS_vis_45_54_yr,P_OS_vis_55_64_yr,P_OS_vis_65_74_yr,P_OS_vis_75_84_yr,P_OS_vis_85_yr_over,P_Overseas_v_Total,P_Tot_0_14_yr,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
LGA55320,..,96,120,32,21,15,13,0,0,297,..,397,374,113,70,79,66,38,10,1157,..,148,452,347,456,911,1395,1324,944,5975,81,148,122,65,71,104,77,39,23,728,14,6,14,10,17,12,20,4,5,101,8555,5869,5263,6859,6989,6560,5881,3311,1567,50864,..,57,3060,8700,9083,8271,7610,3736,937,41460,..,441,2386,1336,980,797,379,127,27,6458,..,19,181,771,1232,771,310,187,196,3666,17263,..,..,..,..,..,..,..,..,17263,..,6468,..,..,..,..,..,..,..,6468,..,2921,1950,563,317,198,68,0,0,6020,..,502,346,87,91,198,245,190,138,1812,..,218,290,78,52,43,21,4,0,711,..,752,939,259,176,158,145,61,23,2513,..,258,848,743,955,1529,2026,1775,1235,9372,151,260,235,174,156,187,137,77,27,1402,28,13,28,33,35,33,33,10,3,221,17441,11902,10260,12753,13090,12185,10977,6174,2577,97369
LGA55390,..,0,0,0,0,4,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,5,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,4,4,11,19,8,3,0,73,..,0,0,3,7,9,0,0,0,22,..,0,8,8,8,8,4,0,0,35,..,0,0,0,0,0,0,0,0,3,20,..,..,..,..,..,..,..,..,20,..,5,..,..,..,..,..,..,..,5,..,6,0,0,0,0,0,0,0,8,..,4,0,3,0,6,0,0,0,10,..,0,0,0,0,4,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,8,10,3,0,33,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,22,15,9,22,26,33,17,9,0,151
LGA55460,..,3,0,0,0,0,0,0,0,3,..,5,8,0,0,0,4,3,0,20,..,6,22,8,14,24,31,25,19,150,9,7,4,3,10,3,0,0,0,35,0,0,0,0,0,0,0,0,0,0,261,127,150,160,166,187,142,60,26,1286,..,3,117,158,184,232,196,73,15,983,..,51,73,63,46,23,12,3,3,272,..,0,19,24,30,22,0,3,7,107,508,..,..,..,..,..,..,..,..,508,..,63,..,..,..,..,..,..,..,63,..,71,34,11,9,5,0,0,0,137,..,13,3,4,3,9,3,3,0,36,..,12,0,4,0,0,0,0,0,15,..,9,21,3,3,11,11,3,0,66,..,30,38,34,44,70,80,38,24,363,9,12,6,14,11,6,7,0,0,68,0,0,0,0,0,0,0,0,0,0,517,267,312,311,344,375,305,126,54,2605
LGA55530,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,5,0,0,8,0,3,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,36,11,11,27,21,20,17,12,0,152,..,0,11,26,30,32,19,20,0,135,..,3,12,7,5,6,4,0,0,46,..,0,0,0,0,0,0,0,0,11,68,..,..,..,..,..,..,..,..,68,..,0,..,..,..,..,..,..,..,0,..,10,3,0,0,0,0,0,0,18,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,3,0,13,19,5,0,45,5,3,0,4,5,3,3,0,0,21,0,0,0,0,0,0,0,0,0,0,71,20,33,45,46,54,45,19,3,341
LGA55600,..,3,0,4,0,0,0,0,0,12,..,10,3,0,0,3,0,0,0,14,..,5,7,12,6,18,21,24,8,108,4,8,5,0,0,7,0,0,0,28,0,0,0,0,0,0,0,0,0,0,180,90,109,108,131,130,107,60,22,941,..,0,45,99,157,177,144,65,8,702,..,28,58,39,40,18,8,0,0,200,..,3,21,22,19,10,6,3,3,88,360,..,..,..,..,..,..,..,..,360,..,35,..,..,..,..,..,..,..,35,..,45,27,4,8,0,0,0,0,79,..,12,3,3,5,0,7,3,3,45,..,7,9,6,0,0,0,0,0,18,..,11,12,3,6,3,4,0,0,38,..,18,29,22,36,50,49,47,21,261,5,9,10,10,6,13,8,0,0,58,0,0,0,0,0,0,0,0,0,0,367,182,209,207,264,284,228,124,33,1886
LGA55670,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,6,0,0,6,6,11,5,4,31,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,51,24,27,29,27,36,31,18,5,243,..,0,21,25,32,35,39,12,7,178,..,12,14,17,3,4,7,4,0,66,..,0,3,7,4,9,4,0,0,16,105,..,..,..,..,..,..,..,..,105,..,9,..,..,..,..,..,..,..,9,..,15,5,0,5,0,0,0,0,19,..,8,4,0,0,0,3,0,0,10,..,0,0,0,0,0,0,0,0,6,..,0,4,0,0,0,6,0,0,9,..,0,3,5,19,16,18,11,10,71,4,0,0,0,4,6,5,0,0,19,0,0,0,0,0,0,0,0,0,0,110,43,53,55,66,69,70,31,20,508
LGA55740,..,8,12,9,3,0,3,0,0,32,..,49,67,10,4,9,3,6,0,148,..,47,66,70,46,99,119,117,48,619,12,15,17,11,9,15,8,3,0,88,4,4,3,0,0,0,0,0,0,15,742,615,491,558,663,518,430,265,88,4366,..,3,212,664,868,614,510,258,55,3192,..,51,230,127,106,75,57,21,0,666,..,0,14,40,104,65,16,11,10,264,1415,..,..,..,..,..,..,..,..,1415,..,659,..,..,..,..,..,..,..,659,..,173,111,17,14,9,4,0,0,329,..,27,31,6,3,8,17,10,7,102,..,17,25,6,3,0,0,0,0,57,..,75,116,22,21,26,14,13,4,285,..,73,146,151,109,199,223,174,74,1147,28,27,29,20,14,19,16,12,5,162,10,4,3,0,4,3,4,3,0,26,1446,1098,915,1062,1257,1014,861,497,150,8303
LGA55810,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,6,..,0,0,0,3,12,10,0,0,24,0,0,0,0,0,4,6,0,0,11,0,0,0,0,0,0,0,0,0,0,24,6,10,30,16,32,22,6,0,139,..,0,0,14,10,15,13,8,0,67,..,0,4,7,10,13,3,0,0,40,..,0,3,11,0,3,0,0,0,12,49,..,..,..,..,..,..,..,..,49,..,4,..,..,..,..,..,..,..,4,..,5,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,5,..,0,0,0,3,5,6,4,0,19,..,0,7,5,9,17,17,0,0,46,0,4,0,0,0,9,7,0,0,18,0,0,0,0,0,0,0,0,0,0,49,10,19,36,36,57,49,14,7,273
LGA55880,..,0,3,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,4,0,0,5,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,7,23,25,28,35,15,8,3,178,..,0,14,20,39,48,21,9,4,162,..,0,10,18,8,3,0,0,0,40,..,0,0,3,0,3,0,0,0,15,67,..,..,..,..,..,..,..,..,67,..,3,..,..,..,..,..,..,..,3,..,5,5,6,0,0,0,0,0,22,..,0,0,0,0,0,0,0,0,3,..,0,3,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,6,..,4,7,3,17,13,6,3,6,61,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,73,14,41,56,67,74,41,15,9,377
LGA55950,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,3,0,6,7,4,14,0,29,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,44,16,25,29,34,39,26,28,0,241,..,4,27,37,52,46,47,26,4,245,..,4,12,3,4,5,0,0,0,23,..,0,0,7,3,5,0,0,0,11,99,..,..,..,..,..,..,..,..,99,..,7,..,..,..,..,..,..,..,7,..,7,3,3,0,0,0,0,0,23,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,0,0,0,4,..,4,9,6,7,16,8,11,0,65,0,0,3,5,0,0,5,0,0,15,0,0,0,0,0,0,0,0,0,0,101,37,54,62,70,75,62,40,8,504
LGA56090,..,56,20,11,17,16,11,4,0,130,..,20,36,21,57,45,47,15,4,237,..,14,60,54,146,301,440,365,169,1563,58,70,63,35,34,39,39,29,11,365,0,4,3,0,0,5,0,0,0,10,3027,1880,1718,2185,2647,2665,2175,1151,346,17796,..,22,1137,2377,3080,3355,2777,1368,230,14344,..,202,903,753,672,535,235,79,10,3392,..,17,135,292,433,277,134,87,55,1420,6185,..,..,..,..,..,..,..,..,6185,..,1807,..,..,..,..,..,..,..,1807,..,1407,653,221,146,69,13,0,0,2508,..,140,86,35,60,102,119,99,55,697,..,104,64,24,39,32,20,8,0,292,..,59,85,54,106,110,90,27,4,532,..,47,172,172,354,578,715,530,240,2791,109,125,105,90,71,58,60,43,17,674,0,6,10,3,4,7,0,0,0,28,6294,3937,3339,4029,4960,5112,4169,2229,608,34673
LGA56160,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,7,10,7,3,0,0,49,..,0,3,3,8,11,4,0,0,25,..,0,4,0,3,0,0,0,0,11,..,0,0,4,0,0,0,0,0,6,26,..,..,..,..,..,..,..,..,26,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,4,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,26,3,12,11,16,13,5,0,0,91
LGA56230,..,20,24,4,8,4,4,0,0,62,..,18,12,8,19,25,19,10,0,121,..,12,22,35,78,143,193,203,84,767,28,46,13,15,21,24,24,9,0,194,0,0,3,4,0,0,0,0,0,8,1492,889,833,963,1056,1146,1104,639,167,8288,..,29,528,907,1144,1339,1397,799,155,6291,..,179,415,329,275,254,140,45,9,1645,..,19,129,196,203,106,62,38,20,773,2993,..,..,..,..,..,..,..,..,2993,..,633,..,..,..,..,..,..,..,633,..,594,221,110,67,41,3,0,0,1031,..,71,39,18,24,38,69,33,31,312,..,50,49,19,12,13,8,3,0,156,..,34,49,24,40,52,35,18,5,266,..,30,87,105,204,318,408,340,126,1630,63,85,47,38,43,44,51,18,0,386,3,0,4,3,3,0,0,0,0,12,3056,1725,1571,1749,2011,2202,2184,1291,344,16130
LGA56300,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,10,0,0,0,15,..,0,0,4,11,28,28,16,8,91,6,0,5,0,0,7,0,3,0,26,0,0,0,0,0,0,0,0,0,3,82,32,47,74,72,141,130,58,11,630,..,0,20,68,65,126,176,73,14,538,..,0,25,36,30,33,28,10,0,157,..,0,7,4,12,8,0,5,0,42,160,..,..,..,..,..,..,..,..,160,..,33,..,..,..,..,..,..,..,33,..,29,9,11,0,4,0,0,0,53,..,0,0,0,0,3,4,3,0,14,..,8,5,0,4,4,0,0,0,16,..,0,0,0,3,19,4,0,0,35,..,0,5,21,30,45,58,27,8,185,9,0,4,3,3,11,3,4,0,38,0,0,0,0,0,0,0,0,0,7,170,70,80,148,136,249,280,129,24,1278
LGA56370,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,4,4,0,0,9,5,3,4,25,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,64,10,39,33,34,48,31,28,14,289,..,0,36,38,51,58,42,40,10,279,..,7,23,8,8,9,7,3,0,68,..,0,8,3,0,3,0,3,0,15,127,..,..,..,..,..,..,..,..,127,..,0,..,..,..,..,..,..,..,0,..,12,3,0,0,3,0,0,0,20,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,..,0,3,5,6,0,5,0,0,11,..,3,10,4,4,19,17,7,3,71,0,4,0,3,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,127,29,82,66,70,86,69,48,21,612
LGA56460,..,8,0,0,0,0,0,0,0,9,..,7,12,8,11,7,0,0,0,43,..,14,20,20,44,58,66,71,35,327,7,14,8,4,8,8,3,0,0,47,0,0,0,0,0,0,0,0,0,0,372,222,229,257,254,304,218,146,55,2061,..,9,140,234,261,333,282,135,27,1420,..,67,110,64,59,41,18,3,0,362,..,5,35,57,50,29,16,10,6,208,719,..,..,..,..,..,..,..,..,719,..,123,..,..,..,..,..,..,..,123,..,121,41,25,23,10,3,0,0,216,..,18,14,0,3,14,16,10,0,78,..,20,10,6,3,0,0,0,0,31,..,19,35,12,19,14,5,10,0,113,..,38,69,39,94,118,127,98,55,625,13,18,13,12,14,9,6,6,0,95,0,0,0,0,0,0,0,0,0,4,733,435,460,453,525,568,474,268,94,4011
LGA56580,..,23,19,3,4,3,0,0,0,55,..,138,105,10,11,17,15,6,4,312,..,22,28,28,63,139,266,237,184,963,14,30,30,26,13,13,12,7,4,151,0,4,3,0,0,7,9,0,0,25,1938,1378,830,1280,1598,1364,1196,698,289,10575,..,7,478,1781,2380,1937,1656,878,212,9332,..,65,333,192,184,152,81,27,5,1034,..,7,13,111,195,158,52,27,19,581,4069,..,..,..,..,..,..,..,..,4069,..,1970,..,..,..,..,..,..,..,1970,..,394,378,77,49,19,15,0,0,926,..,73,35,9,11,30,34,42,31,265,..,52,46,4,4,3,3,0,0,112,..,280,279,38,17,34,21,20,4,698,..,46,75,71,137,221,377,333,221,1477,34,63,56,47,32,20,29,20,3,297,0,4,10,4,5,15,9,0,5,52,4106,2951,1709,2354,3005,2589,2272,1343,500,20826
LGA56620,..,0,0,0,0,0,0,0,0,0,..,0,0,0,5,5,0,0,0,7,..,0,6,6,9,11,5,0,0,36,5,6,13,0,9,3,0,0,0,37,0,0,0,0,0,0,0,0,0,0,138,111,119,92,87,68,25,3,0,649,..,41,85,104,72,40,20,0,0,360,..,16,14,6,4,0,0,0,0,42,..,10,27,28,21,17,4,3,0,108,277,..,..,..,..,..,..,..,..,277,..,38,..,..,..,..,..,..,..,38,..,71,23,14,5,0,0,0,0,112,..,42,27,23,30,20,15,3,0,153,..,0,0,0,0,0,0,0,0,0,..,0,3,0,3,5,0,0,0,10,..,3,8,18,20,23,6,4,0,83,10,17,11,4,7,3,0,3,0,58,0,0,0,0,0,0,0,0,0,0,289,233,207,188,164,103,46,10,3,1241
LGA56730,..,13,5,6,3,3,0,0,0,33,..,20,11,8,13,23,10,4,0,92,..,6,28,32,96,155,154,112,62,649,20,22,12,6,14,5,12,0,0,103,0,0,0,0,0,0,0,0,0,0,904,514,507,548,703,761,628,323,97,4981,..,21,299,504,621,743,764,352,42,3340,..,147,254,172,178,179,68,12,0,1019,..,11,76,129,150,71,43,30,14,522,1805,..,..,..,..,..,..,..,..,1805,..,334,..,..,..,..,..,..,..,334,..,365,147,70,48,22,3,0,0,656,..,60,15,15,16,38,48,27,17,233,..,18,27,9,16,11,4,0,0,86,..,44,39,24,30,43,31,12,0,223,..,25,76,78,164,290,276,190,82,1184,38,40,34,18,33,25,30,3,0,216,0,0,0,0,0,0,0,0,0,0,1845,1061,972,1020,1254,1419,1259,626,165,9627
LGA56790,..,3,0,0,0,0,0,0,0,5,..,5,5,0,0,0,3,4,0,17,..,0,4,3,24,35,39,30,15,154,11,3,7,11,9,13,12,8,0,76,0,0,0,0,0,0,0,0,0,0,189,69,104,142,158,241,226,102,33,1257,..,0,46,132,146,281,282,138,34,1052,..,26,83,61,53,67,47,6,0,337,..,0,4,26,22,8,10,7,7,76,389,..,..,..,..,..,..,..,..,389,..,39,..,..,..,..,..,..,..,39,..,58,21,8,19,0,0,0,0,105,..,9,3,3,3,9,10,7,3,44,..,8,9,0,4,3,3,0,0,20,..,6,4,0,0,4,5,4,0,31,..,4,17,15,62,96,100,54,25,374,16,12,17,22,20,21,23,14,0,150,0,0,0,0,0,0,0,0,0,0,406,162,195,261,326,488,490,230,63,2630
LGA56860,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,13,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,13,6,4,11,19,12,3,0,95,..,0,6,6,6,20,22,6,0,65,..,8,11,5,8,4,3,0,0,39,..,0,0,3,0,0,0,0,0,5,27,..,..,..,..,..,..,..,..,27,..,0,..,..,..,..,..,..,..,0,..,6,0,0,0,0,0,0,0,9,..,0,0,0,0,3,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,4,0,0,3,9,10,4,0,30,0,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,27,30,14,13,21,36,37,12,0,195
LGA56930,..,3,6,0,0,0,0,0,0,12,..,0,4,0,0,0,0,0,0,3,..,6,6,8,3,4,19,14,7,82,3,0,5,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,123,140,53,61,112,114,90,53,26,769,..,0,18,69,164,173,122,68,29,641,..,6,35,6,12,10,3,0,0,71,..,0,4,3,18,10,7,0,4,38,217,..,..,..,..,..,..,..,..,217,..,174,..,..,..,..,..,..,..,174,..,34,25,4,4,0,0,0,0,61,..,0,0,0,0,0,5,7,0,9,..,3,12,0,0,0,0,0,0,17,..,4,4,0,0,0,0,0,0,12,..,10,7,16,6,16,29,21,14,113,7,5,11,0,0,6,0,0,0,24,0,0,0,0,0,0,0,0,0,3,221,239,110,104,210,214,168,93,42,1396
LGA57000,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,6,0,0,0,4,4,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,11,15,15,24,26,18,5,3,155,..,0,9,24,33,29,18,7,0,124,..,5,7,8,5,6,0,4,0,41,..,0,0,3,0,0,0,0,0,11,62,..,..,..,..,..,..,..,..,62,..,8,..,..,..,..,..,..,..,8,..,12,0,0,0,0,0,0,0,15,..,0,0,0,0,4,0,0,3,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,6,6,3,5,9,9,5,5,44,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,62,26,29,39,46,54,37,14,11,316
LGA57080,..,44,59,18,4,0,3,0,0,129,..,449,589,109,18,23,11,5,4,1222,..,240,658,403,246,265,242,137,70,2259,0,40,51,24,13,9,15,0,3,163,0,4,8,3,8,7,3,0,0,38,866,1445,3437,1773,1021,965,786,343,103,10726,..,61,1665,1686,851,953,861,422,63,6569,..,443,1826,589,259,176,106,27,4,3438,..,4,27,130,194,97,48,21,5,527,1755,..,..,..,..,..,..,..,..,1755,..,346,..,..,..,..,..,..,..,346,..,143,136,46,34,10,3,0,0,373,..,180,168,36,19,29,39,10,9,484,..,97,138,41,3,3,6,0,0,287,..,848,1314,272,69,62,32,14,0,2613,..,472,1518,1109,685,658,519,245,98,5301,13,67,110,46,32,24,21,4,4,322,3,8,16,3,11,12,13,0,0,68,1772,2669,6925,3954,2155,2030,1639,749,192,22082
LGA57140,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,18,20,18,6,70,0,3,0,0,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,71,27,44,38,54,78,74,46,10,453,..,0,24,45,59,92,96,49,12,372,..,12,29,17,8,17,3,0,0,83,..,0,5,10,13,8,3,3,0,43,158,..,..,..,..,..,..,..,..,158,..,10,..,..,..,..,..,..,..,10,..,26,15,9,4,4,0,0,0,50,..,6,0,0,3,0,3,3,5,20,..,0,0,0,0,0,0,0,0,7,..,4,0,5,0,0,0,0,0,7,..,10,4,3,13,44,39,31,12,154,3,5,0,0,3,5,6,0,0,23,0,0,0,0,0,0,0,0,0,0,165,73,84,86,102,164,150,92,25,932
LGA57210,..,0,3,0,0,0,0,0,0,7,..,4,3,0,8,15,6,3,0,34,..,11,8,10,24,61,71,49,25,255,10,4,8,4,6,7,4,4,0,63,0,0,0,0,0,0,0,0,0,3,374,192,214,252,342,393,348,138,47,2299,..,23,149,250,377,480,418,177,32,1900,..,43,115,90,98,69,61,16,5,488,..,4,21,43,54,19,13,9,10,174,786,..,..,..,..,..,..,..,..,786,..,157,..,..,..,..,..,..,..,157,..,145,49,19,6,7,0,0,0,232,..,12,4,8,9,5,23,4,11,69,..,5,3,3,7,6,0,0,0,31,..,7,14,14,23,28,15,6,0,104,..,22,15,35,67,132,161,80,37,555,25,15,22,12,22,16,11,9,4,121,0,0,0,0,0,0,0,0,0,5,812,431,398,463,658,773,717,297,90,4635
LGA57280,..,17,13,9,6,7,0,0,0,48,..,18,40,20,27,4,7,0,0,125,..,56,107,61,71,93,38,6,0,437,25,25,37,27,24,43,31,11,0,214,0,0,4,0,3,0,4,0,0,12,1701,642,1299,1110,717,549,203,45,16,6273,..,23,756,1201,756,587,148,21,0,3486,..,231,898,519,294,163,35,5,0,2147,..,28,113,152,103,64,28,13,5,501,3350,..,..,..,..,..,..,..,..,3350,..,308,..,..,..,..,..,..,..,308,..,365,119,41,12,4,0,0,0,552,..,137,64,38,36,59,35,19,6,389,..,36,43,15,23,12,3,0,0,131,..,42,100,59,65,47,22,0,0,326,..,104,292,233,247,267,88,29,7,1261,55,44,71,49,46,71,66,21,3,435,0,0,5,4,3,0,4,0,0,14,3410,1317,2455,2307,1587,1284,421,101,20,12909
LGA57350,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,..,0,5,0,3,8,9,11,3,46,6,0,4,0,0,6,4,0,0,13,0,0,0,0,0,0,0,0,0,0,65,16,41,29,42,62,56,35,11,355,..,0,25,33,46,64,70,41,12,291,..,3,22,6,3,14,7,0,0,62,..,0,0,7,0,5,3,0,0,22,107,..,..,..,..,..,..,..,..,107,..,3,..,..,..,..,..,..,..,3,..,9,6,5,0,4,0,0,0,22,..,6,0,0,0,3,5,0,0,23,..,0,0,3,0,0,0,0,0,4,..,0,0,0,5,0,0,0,0,7,..,3,5,5,12,22,30,18,9,104,6,0,3,0,3,4,3,0,0,22,0,0,0,0,0,0,0,0,0,0,115,32,69,55,75,114,127,69,22,675
LGA57420,..,0,0,0,0,0,0,0,0,5,..,0,3,4,3,3,0,0,0,14,..,5,14,4,14,16,16,18,11,107,3,4,4,0,0,6,3,0,0,22,0,0,0,0,0,0,0,0,0,0,172,54,127,104,96,119,82,60,13,822,..,0,96,105,109,136,100,64,9,619,..,22,62,48,36,35,15,3,0,228,..,0,5,19,13,12,4,5,0,60,340,..,..,..,..,..,..,..,..,340,..,22,..,..,..,..,..,..,..,22,..,26,11,4,9,5,0,0,0,54,..,9,4,4,0,4,0,5,0,22,..,7,0,0,0,0,0,0,0,11,..,3,6,5,3,6,0,0,0,27,..,8,38,20,48,53,47,33,14,263,7,8,8,10,9,5,11,6,0,56,0,0,4,0,0,0,0,0,0,4,341,107,240,207,229,258,181,113,26,1708
LGA57490,..,185,114,42,25,31,21,3,0,426,..,216,230,89,144,156,112,44,10,1003,..,207,538,419,632,1166,1335,1147,479,5922,213,242,161,116,104,140,101,46,7,1126,8,5,8,8,5,17,15,7,0,80,13684,7675,8743,9054,8672,7336,5364,2994,936,64456,..,236,5431,9370,9745,8724,6201,3253,599,43554,..,1633,4743,2724,1985,1191,451,146,18,12891,..,195,1206,1880,1746,809,346,227,151,6552,27756,..,..,..,..,..,..,..,..,27756,..,6179,..,..,..,..,..,..,..,6179,..,4895,1928,562,383,208,43,0,0,8017,..,643,420,195,231,390,356,202,121,2561,..,371,311,147,100,82,42,10,3,1061,..,488,637,240,313,339,234,89,21,2363,..,455,1354,1215,1544,2201,2155,1673,696,11290,424,440,339,288,241,226,173,70,13,2211,10,7,16,16,15,27,18,9,0,134,28195,15540,16390,16641,16298,14182,10026,5669,1632,124560
LGA57630,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,11,8,0,0,22,..,0,0,0,0,12,11,3,0,27,..,0,0,0,0,5,0,0,0,10,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,4,0,3,9,3,7,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,9,22,21,11,0,64
