LGA_CODE_2021,F_Unrel_ind_liv_fam_hh_0_14,F_Unre_ind_liv_fam_hh_15_24,F_Unre_ind_liv_fam_hh_25_34,F_Unre_ind_liv_fam_hh_35_44,F_Unre_ind_liv_fam_hh_45_54,F_Unre_ind_liv_fam_hh_55_64,F_Unre_ind_liv_fam_hh_65_74,F_Unre_ind_liv_fam_hh_75_84,F_Unrel_ind_liv_fam_hh_85ov,F_Unrel_ind_liv_fam_hh_Tot,F_Group_hh_mem_0_14,F_Group_hh_mem_15_24,F_Group_hh_mem_25_34,F_Group_hh_mem_35_44,F_Group_hh_mem_45_54,F_Group_hh_mem_55_64,F_Group_hh_mem_65_74,F_Group_hh_mem_75_84,F_Group_hh_mem_85ov,F_Group_hh_mem_Tot,F_LPer_0_14_yr,F_LPer_15_24_yr,F_LPer_25_34_yr,F_LPer_35_44_yr,F_LPer_45_54_yr,F_LPer_55_64_yr,F_LPer_65_74_yr,F_LPer_75_84_yr,F_LPer_85_yr_over,F_LPer_Tot,F_Vis_from_within_Aus_0_14,F_Vis_from_within_Aus_15_24,F_Vis_from_within_Aus_25_34,F_Vis_from_within_Aus_35_44,F_Vis_from_within_Aus_45_54,F_Vis_from_within_Aus_55_64,F_Vis_from_within_Aus_65_74,F_Vis_from_within_Aus_75_84,F_Vis_from_within_Aus_85ov,F_Vis_from_within_Aus_Tot,F_OS_vis_0_14_yr,F_OS_vis_15_24_yr,F_OS_vis_25_34_yr,F_OS_vis_35_44_yr,F_OS_vis_45_54_yr,F_OS_vis_55_64_yr,F_OS_vis_65_74_yr,F_OS_vis_75_84_yr,F_OS_vis_85_yr_over,F_Overseas_v_Total,F_Tot_0_14_yr,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Part_r_mar_0_14,P_Part_r_mar_15_24,P_Part_r_mar_25_34,P_Part_r_mar_35_44,P_Part_r_mar_45_54,P_Part_r_mar_55_64,P_Part_r_mar_65_74,P_Part_r_mar_75_84,P_Part_r_mar_85ov,P_Part_r_mar_Tot,P_Part_de_f_mar_0_14,P_Part_de_f_mar_15_24,P_Part_de_f_mar_25_34,P_Part_de_f_mar_35_44,P_Part_de_f_mar_45_54,P_Part_de_f_mar_55_64,P_Part_de_f_mar_65_74,P_Part_de_f_mar_75_84,P_Part_de_f_mar_85ov,P_Part_de_f_mar_Tot,P_LPar_0_14_yr,P_LPar_15_24_yr,P_LPar_25_34_yr,P_LPar_35_44_yr,P_LPar_45_54_yr,P_LPar_55_64_yr,P_LPar_65_74_yr,P_LPar_75_84_yr,P_LPar_85_yr_over,P_LPar_Tot,P_Child_u_15_0_14_yr,P_Child_u_15_15_24_yr,P_Child_u_15_25_34_yr,P_Child_u_15_35_44_yr,P_Child_u_15_45_54_yr,P_Child_u_15_55_64_yr,P_Child_u_15_65_74_yr,P_Child_u_15_75_84_yr,P_Child_u_15_85_yr_over,P_Child_u_15_Tot,P_Dep_stu15_24_0_14,P_Dep_stu15_24_15_24,P_Dep_stu15_24_25_34,P_Dep_stu15_24_35_44,P_Dep_stu15_24_45_54,P_Dep_stu15_24_55_64,P_Dep_stu15_24_65_74,P_Dep_stu15_24_75_84,P_Dep_stu15_24_85_over,P_Dep_stu15_24_Tot,P_Non_dep_child_0_14,P_Non_dep_child_15_24,P_Non_dep_child_25_34,P_Non_dep_child_35_44,P_Non_dep_child_45_54,P_Non_dep_child_55_64,P_Non_dep_child_65_74,P_Non_dep_child_75_84,P_Non_dep_child_85_over,P_Non_dep_child_Tot,P_Oth_rel_ind_0_14,P_Oth_rel_ind_15_24,P_Oth_rel_ind_25_34,P_Oth_rel_ind_35_44,P_Oth_rel_ind_45_54,P_Oth_rel_ind_55_64,P_Oth_rel_ind_65_74,P_Oth_rel_ind_75_84,P_Oth_rel_ind_85ov,P_Oth_rel_ind_Tot,P_Unrel_ind_liv_fam_hh_0_14,P_Unre_ind_liv_fam_hh_15_24,P_Unre_ind_liv_fam_hh_25_34,P_Unre_ind_liv_fam_hh_35_44,P_Unre_ind_liv_fam_hh_45_54,P_Unre_ind_liv_fam_hh_55_64,P_Unre_ind_liv_fam_hh_65_74,P_Unre_ind_liv_fam_hh_75_84,P_Unrel_ind_liv_fam_hh_85ov,P_Unrel_ind_liv_fam_hh_Tot,P_Group_hh_mem_0_14,P_Group_hh_mem_15_24,P_Group_hh_mem_25_34,P_Group_hh_mem_35_44,P_Group_hh_mem_45_54,P_Group_hh_mem_55_64,P_Group_hh_mem_65_74,P_Group_hh_mem_75_84,P_Group_hh_mem_85ov,P_Group_hh_mem_Tot,P_LPer_0_14_yr,P_LPer_15_24_yr,P_LPer_25_34_yr,P_LPer_35_44_yr,P_LPer_45_54_yr,P_LPer_55_64_yr,P_LPer_65_74_yr,P_LPer_75_84_yr,P_LPer_85_yr_over,P_LPer_Tot,P_Vis_from_within_Aus_0_14,P_Vis_from_within_Aus_15_24,P_Vis_from_within_Aus_25_34,P_Vis_from_within_Aus_35_44,P_Vis_from_within_Aus_45_54,P_Vis_from_within_Aus_55_64,P_Vis_from_within_Aus_65_74,P_Vis_from_within_Aus_75_84,P_Vis_from_within_Aus_85ov,P_Vis_from_within_Aus_Tot,P_OS_vis_0_14_yr,P_OS_vis_15_24_yr,P_OS_vis_25_34_yr,P_OS_vis_35_44_yr,P_OS_vis_45_54_yr,P_OS_vis_55_64_yr,P_OS_vis_65_74_yr,P_OS_vis_75_84_yr,P_OS_vis_85_yr_over,P_Overseas_v_Total,P_Tot_0_14_yr,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
LGA57700,..,36,33,12,12,10,3,0,0,111,..,30,41,18,29,35,18,8,0,173,..,34,104,84,85,172,152,89,38,763,55,49,44,18,30,27,29,16,4,273,3,0,0,0,5,9,9,0,0,25,3776,1797,2481,2261,1920,1595,1000,418,110,15362,..,107,1944,2756,2315,2042,1340,564,82,11150,..,340,1212,713,514,303,103,14,4,3215,..,39,247,329,317,128,61,36,21,1177,7675,..,..,..,..,..,..,..,..,7675,..,1344,..,..,..,..,..,..,..,1344,..,1226,442,115,76,43,4,0,0,1897,..,144,92,43,52,104,106,65,33,634,..,78,77,40,31,25,13,6,5,274,..,64,88,51,70,69,40,13,0,387,..,70,272,235,219,296,251,147,54,1538,103,96,81,39,53,55,39,21,10,501,8,0,0,4,4,6,9,0,0,39,7789,3503,4459,4320,3647,3068,1963,873,207,29820
LGA57770,..,3,0,0,0,0,0,0,0,5,..,6,0,0,0,3,4,0,0,19,..,4,5,3,12,13,14,11,0,55,0,4,3,5,0,8,3,0,0,31,0,0,0,0,0,0,0,0,0,0,61,25,61,49,45,71,56,21,3,387,..,0,20,49,24,53,64,18,0,236,..,0,40,30,17,25,10,4,0,130,..,0,3,6,8,0,0,0,0,19,123,..,..,..,..,..,..,..,..,123,..,6,..,..,..,..,..,..,..,6,..,9,4,0,0,0,0,0,0,12,..,0,3,0,0,0,0,0,0,3,..,3,0,0,0,0,0,0,0,5,..,8,0,0,0,6,5,0,0,30,..,5,12,10,29,29,34,18,4,141,0,4,5,8,9,14,18,3,0,65,0,0,0,0,0,0,0,0,0,0,124,42,92,105,86,139,132,49,8,781
LGA57840,..,62,55,15,9,8,0,0,0,150,..,462,329,56,32,41,42,16,0,975,..,181,429,313,298,553,685,514,289,3257,34,84,69,36,29,50,45,22,7,372,6,7,8,5,9,8,14,0,0,49,2790,2590,3077,2773,2615,2584,2274,1168,455,20322,..,45,1554,3246,3098,2876,2645,1146,249,14858,..,346,1582,679,439,335,229,57,10,3664,..,10,91,288,424,282,119,64,50,1327,5778,..,..,..,..,..,..,..,..,5778,..,2067,..,..,..,..,..,..,..,2067,..,803,590,174,91,57,6,0,0,1728,..,472,243,52,53,84,73,78,41,1092,..,140,138,33,22,13,7,0,0,353,..,912,823,150,81,85,86,35,8,2184,..,330,881,670,647,934,1077,724,383,5648,67,161,140,94,66,82,74,34,9,720,10,10,13,10,10,14,19,0,0,89,5853,5292,6061,5388,4934,4762,4331,2141,752,39516
LGA57910,..,264,387,74,47,36,14,0,0,831,..,997,1744,373,250,265,175,79,15,3898,..,451,2030,1803,1632,2542,3270,2774,1552,16049,159,310,332,176,158,172,174,105,55,1633,17,20,32,17,23,57,28,5,4,215,17852,11601,18126,16719,13660,11904,10212,6429,2605,109107,..,416,11038,18915,15604,12864,10777,6226,1586,77425,..,1554,8544,4507,2340,1536,752,222,36,19499,..,100,805,2052,2719,1621,715,502,355,8870,36309,..,..,..,..,..,..,..,..,36309,..,10777,..,..,..,..,..,..,..,10777,..,5039,3427,1114,762,469,87,6,0,10903,..,1177,1166,387,372,577,561,350,211,4804,..,580,933,240,132,102,38,13,4,2045,..,1967,3913,1030,636,570,400,163,35,8702,..,865,3969,3822,3531,4617,5075,3774,2050,27706,375,556,700,433,353,353,281,159,74,3275,28,30,64,35,44,81,59,19,4,367,36711,23062,34570,32529,26506,22782,18732,11438,4352,210682
LGA57980,..,15,20,3,0,5,0,0,0,40,..,137,168,23,10,17,11,7,3,372,..,81,271,166,127,263,326,280,144,1656,13,26,23,15,12,20,13,4,0,131,0,0,5,0,0,0,3,0,0,15,1311,894,1305,1196,1054,977,897,573,200,8415,..,14,548,1392,1230,1013,969,503,110,5767,..,123,739,259,202,171,100,43,6,1646,..,3,27,117,194,118,41,29,6,545,2574,..,..,..,..,..,..,..,..,2574,..,850,..,..,..,..,..,..,..,850,..,227,152,42,27,13,0,0,0,460,..,76,52,16,7,20,37,19,16,240,..,25,34,9,8,3,0,0,0,83,..,227,313,40,20,24,32,14,0,689,..,144,515,335,280,449,541,411,175,2849,22,48,51,30,23,32,18,9,0,236,0,0,11,0,6,5,10,0,0,35,2598,1728,2439,2260,1997,1853,1742,1034,320,15968
LGA58050,..,211,187,77,62,39,23,10,3,605,..,259,298,125,151,199,124,26,11,1190,..,243,690,520,697,1169,1237,790,344,5695,210,263,216,121,94,127,99,60,24,1204,9,8,19,7,10,46,35,7,0,139,15453,8831,11424,10941,9564,8111,5261,2527,778,72888,..,336,8266,12987,11030,9436,6108,2678,505,51349,..,1536,4861,2883,1993,1205,438,120,9,13049,..,187,1193,1834,1999,1124,464,266,134,7196,31598,..,..,..,..,..,..,..,..,31598,..,7477,..,..,..,..,..,..,..,7477,..,5785,2808,800,426,201,46,3,0,10075,..,922,797,283,337,560,584,344,156,3977,..,445,513,224,167,90,64,19,8,1529,..,533,922,449,373,420,254,67,17,3037,..,454,1684,1451,1644,2217,2024,1203,485,11163,415,489,453,318,229,230,173,104,37,2441,14,11,30,14,21,66,50,13,6,217,32025,18196,21520,21241,18208,15548,10210,4810,1352,143108
LGA58190,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,4,0,0,4,..,0,0,0,0,4,4,5,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,26,9,10,26,20,15,16,9,0,135,..,0,12,19,33,28,13,12,0,113,..,0,10,6,7,10,0,0,0,30,..,0,0,5,0,0,0,0,0,17,57,..,..,..,..,..,..,..,..,57,..,8,..,..,..,..,..,..,..,8,..,13,7,0,0,3,0,0,0,19,..,0,3,0,0,0,4,0,0,9,..,0,3,0,0,0,0,0,0,7,..,0,0,0,0,0,4,0,0,4,..,6,5,5,7,14,8,9,0,51,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,57,28,37,31,45,52,34,22,9,313
LGA58260,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,6,3,5,0,15,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,43,13,25,29,32,30,28,17,3,218,..,5,21,29,33,29,38,22,0,182,..,8,11,17,14,3,3,0,3,61,..,0,4,9,0,0,0,0,0,17,91,..,..,..,..,..,..,..,..,91,..,11,..,..,..,..,..,..,..,11,..,4,0,0,0,0,0,0,0,11,..,0,0,0,0,0,0,4,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,3,3,13,5,23,17,9,0,66,0,0,0,0,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,91,28,48,66,63,64,59,32,4,461
LGA58330,..,9,0,0,3,0,0,0,0,17,..,0,0,3,6,17,10,5,0,42,..,5,7,6,21,56,63,38,14,204,11,4,14,11,11,3,0,0,0,43,0,0,0,0,0,0,0,0,0,0,270,141,155,186,305,395,324,134,32,1950,..,0,65,177,320,480,436,195,21,1707,..,25,65,68,84,74,43,13,0,365,..,6,23,34,41,21,13,0,5,147,560,..,..,..,..,..,..,..,..,560,..,122,..,..,..,..,..,..,..,122,..,110,58,30,15,8,4,0,0,222,..,21,6,3,4,13,23,8,4,86,..,8,6,0,3,3,3,0,0,38,..,0,10,5,15,32,33,12,0,105,..,5,21,19,51,120,146,68,29,469,19,8,18,15,12,6,5,4,3,87,0,0,0,0,0,0,0,0,0,0,574,313,274,355,548,765,703,303,65,3901
LGA58400,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,6,4,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,12,11,6,20,19,16,10,0,107,..,0,9,9,21,23,18,9,0,83,..,3,11,0,0,3,3,0,0,26,..,0,0,4,4,0,0,0,0,12,21,..,..,..,..,..,..,..,..,21,..,10,..,..,..,..,..,..,..,10,..,3,5,0,0,0,0,0,0,5,..,0,0,0,0,0,0,3,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,3,..,6,0,0,9,19,18,9,0,56,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,24,22,25,15,32,49,46,18,0,239
LGA58470,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,5,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,23,10,15,14,11,7,3,0,0,76,..,0,0,12,4,5,3,0,0,29,..,4,3,0,6,3,0,0,0,25,..,0,0,0,0,5,5,0,0,6,40,..,..,..,..,..,..,..,..,40,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,8,..,0,3,3,5,5,0,0,0,20,..,3,0,0,0,0,0,0,0,5,..,0,5,0,0,0,0,0,0,5,..,0,5,0,11,4,0,0,0,19,4,0,6,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,45,14,19,18,28,20,15,0,0,168
LGA58510,..,102,100,15,9,5,0,0,0,228,..,441,428,81,58,39,28,10,0,1092,..,156,376,300,298,417,487,432,264,2723,29,70,72,31,30,46,29,11,7,305,0,4,6,4,3,12,8,0,0,38,2426,2060,3499,2669,1948,1660,1311,746,367,16677,..,91,2120,2982,2048,1622,1216,498,161,10747,..,424,1832,868,486,268,122,30,0,4029,..,13,83,247,320,240,104,53,41,1096,4851,..,..,..,..,..,..,..,..,4851,..,1075,..,..,..,..,..,..,..,1075,..,527,397,124,73,44,15,0,0,1171,..,355,263,64,45,72,87,35,20,949,..,200,233,65,28,18,4,3,0,548,..,905,1110,267,175,129,80,23,5,2698,..,298,830,731,673,892,889,662,351,5327,63,134,123,64,52,82,54,18,11,599,3,13,14,12,0,16,6,7,0,64,4919,4036,6997,5426,3903,3374,2575,1334,588,33146
LGA58540,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,5,3,0,4,13,6,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,54,15,36,39,43,56,40,19,3,307,..,0,25,52,54,84,49,27,3,289,..,6,29,15,12,13,10,0,0,81,..,0,0,0,5,0,0,3,0,15,106,..,..,..,..,..,..,..,..,106,..,5,..,..,..,..,..,..,..,5,..,14,4,4,0,3,0,0,0,29,..,0,0,0,0,5,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,5,7,3,14,18,26,10,3,80,0,0,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,109,35,63,78,89,124,86,40,7,638
LGA58570,..,45,89,22,3,3,0,0,0,164,..,434,715,114,40,29,18,11,0,1375,..,131,609,410,313,435,430,258,161,2755,19,45,71,31,23,16,29,8,7,249,0,3,11,6,9,3,9,0,0,31,2450,1836,3821,2828,2129,1726,1164,543,278,16769,..,44,1471,2901,2329,1711,1133,470,118,10174,..,363,2315,1083,593,423,159,34,3,4980,..,5,78,242,344,193,60,65,64,1054,4992,..,..,..,..,..,..,..,..,4992,..,1204,..,..,..,..,..,..,..,1204,..,495,303,97,87,79,16,0,0,1088,..,150,171,51,30,69,63,37,25,582,..,84,209,46,15,13,7,0,0,376,..,841,1500,311,114,106,57,24,5,2960,..,219,1172,970,736,829,718,383,217,5242,42,88,144,68,54,37,48,18,11,503,0,8,15,10,12,5,8,0,0,61,5037,3503,7371,5785,4317,3465,2263,1021,448,33212
LGA58610,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,6,4,0,0,17,..,6,3,7,13,28,23,19,16,110,4,5,0,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,112,56,74,81,90,116,121,58,23,728,..,0,37,86,75,124,148,65,10,550,..,22,54,20,19,28,6,0,0,158,..,0,10,13,16,9,7,10,4,66,245,..,..,..,..,..,..,..,..,245,..,32,..,..,..,..,..,..,..,32,..,29,9,7,11,3,3,0,0,66,..,4,4,4,0,5,0,4,0,21,..,0,6,0,0,0,0,0,0,7,..,8,3,4,9,6,14,0,0,41,..,9,15,14,36,50,47,42,18,241,4,4,7,3,7,8,3,0,0,29,0,0,0,0,0,0,0,0,0,0,249,115,143,164,170,230,234,130,35,1466
LGA58680,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,4,6,0,0,17,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,38,18,18,25,39,26,29,17,3,206,..,0,11,31,55,39,43,29,9,207,..,0,7,8,8,3,3,0,0,38,..,0,0,0,3,0,0,0,0,12,62,..,..,..,..,..,..,..,..,62,..,4,..,..,..,..,..,..,..,4,..,14,13,0,5,0,0,0,0,31,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,9,0,8,..,5,0,3,5,14,12,0,0,42,0,0,0,0,0,0,6,0,0,14,0,0,0,0,0,0,0,0,0,0,62,33,33,44,79,67,63,39,7,422
LGA58760,..,250,217,96,56,61,20,7,6,708,..,285,367,153,156,193,119,39,6,1316,..,226,758,616,814,1435,1658,1315,519,7344,223,308,235,138,117,140,136,71,30,1392,10,14,18,16,7,37,27,12,0,151,21746,12858,14529,15402,14032,10601,7393,3863,1072,101491,..,406,9786,18274,17305,13073,8898,4206,717,72665,..,1869,6953,4002,2735,1450,532,158,31,17722,..,244,1562,2575,2877,1563,671,315,133,9934,44170,..,..,..,..,..,..,..,..,44170,..,11559,..,..,..,..,..,..,..,11559,..,8676,4069,1033,570,235,36,3,0,14618,..,1137,846,350,373,645,697,400,210,4670,..,532,619,274,186,145,51,22,5,1833,..,642,1034,456,384,371,258,86,18,3267,..,514,1772,1734,2035,2533,2493,1840,708,13620,444,588,534,351,269,255,247,108,39,2827,27,23,43,27,17,58,51,16,5,268,44642,26179,27224,29081,26760,20332,13938,7155,1860,197163
LGA58820,..,0,6,0,0,0,0,0,0,12,..,0,0,4,9,9,11,0,0,28,..,6,9,12,22,40,51,42,20,201,5,6,0,4,5,9,3,0,0,47,0,0,0,0,0,0,0,0,0,0,337,182,171,226,261,303,259,128,47,1912,..,4,89,217,277,353,343,162,30,1478,..,18,96,91,78,61,27,12,0,381,..,0,19,39,44,24,10,4,8,147,647,..,..,..,..,..,..,..,..,647,..,147,..,..,..,..,..,..,..,147,..,160,46,11,13,3,0,0,0,233,..,6,7,0,7,14,15,12,5,62,..,13,12,7,0,4,3,0,0,29,..,5,12,8,8,21,22,4,0,84,..,9,25,30,67,97,105,68,34,438,11,20,10,11,10,13,11,6,0,75,0,0,0,0,0,0,0,0,0,4,655,376,311,419,501,580,530,263,78,3717
LGA58890,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,9,..,0,0,0,3,10,8,4,6,29,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,46,16,23,34,57,56,44,14,9,291,..,0,18,42,63,83,67,28,9,318,..,4,10,7,15,4,0,0,0,41,..,0,0,0,6,0,0,0,0,17,98,..,..,..,..,..,..,..,..,98,..,9,..,..,..,..,..,..,..,9,..,19,4,9,3,0,0,0,0,28,..,0,0,0,0,0,7,3,0,8,..,0,0,0,0,4,0,0,0,5,..,0,3,0,0,3,0,0,0,9,..,6,0,4,10,25,21,12,8,86,0,3,0,0,7,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,98,44,47,60,109,126,97,46,22,640
LGA59030,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,3,5,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,20,6,11,10,10,20,13,8,6,109,..,0,8,16,14,26,21,10,3,95,..,0,6,3,0,4,5,3,0,30,..,0,0,0,0,0,0,0,0,4,42,..,..,..,..,..,..,..,..,42,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,3,0,0,4,6,8,7,6,32,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,42,9,23,27,22,42,33,18,8,218
LGA59100,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,8,..,0,0,0,0,8,7,10,0,20,0,3,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,58,19,29,33,26,40,25,24,6,259,..,0,23,34,44,54,34,23,9,213,..,3,21,12,11,14,5,0,0,71,..,0,3,3,0,3,0,3,0,20,114,..,..,..,..,..,..,..,..,114,..,5,..,..,..,..,..,..,..,5,..,17,0,0,0,0,0,0,0,21,..,0,0,0,0,0,4,0,0,12,..,6,0,0,0,0,0,0,0,4,..,0,0,0,0,5,3,0,0,10,..,0,3,0,6,16,24,13,0,61,0,3,4,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,114,36,57,57,64,94,63,45,9,538
LGA59170,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,..,5,0,0,9,6,11,10,10,53,3,0,3,0,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,93,23,50,61,54,70,40,24,3,437,..,0,39,83,63,92,64,41,4,384,..,9,30,20,13,9,5,5,0,94,..,0,0,9,4,0,0,0,3,22,196,..,..,..,..,..,..,..,..,196,..,21,..,..,..,..,..,..,..,21,..,13,3,0,0,0,0,0,0,26,..,4,0,0,0,0,0,0,0,8,..,3,0,0,0,0,0,0,0,3,..,7,0,4,0,4,0,0,0,15,..,4,7,10,15,18,15,13,8,97,4,4,3,0,3,3,5,0,0,26,0,0,0,0,0,0,0,0,0,0,201,61,93,132,101,130,85,59,18,886
LGA59250,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,33,19,12,13,15,11,12,4,0,117,..,3,3,5,12,0,6,3,0,28,..,7,6,10,6,4,4,0,0,45,..,0,3,4,5,9,0,0,0,19,49,..,..,..,..,..,..,..,..,49,..,4,..,..,..,..,..,..,..,4,..,8,0,0,0,0,0,0,0,10,..,8,4,5,0,5,0,6,0,22,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,0,..,0,3,0,7,3,4,0,0,35,4,4,4,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,53,34,30,29,36,18,22,4,0,234
LGA59310,..,3,0,0,0,4,0,0,0,3,..,0,0,0,0,3,0,0,0,9,..,9,7,3,5,15,18,7,4,60,0,0,0,6,5,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,107,39,64,83,63,74,72,31,5,533,..,3,40,82,70,93,97,31,4,419,..,21,34,19,20,12,4,0,0,115,..,0,14,14,11,3,6,8,0,56,221,..,..,..,..,..,..,..,..,221,..,9,..,..,..,..,..,..,..,9,..,16,13,8,3,3,0,0,0,46,..,4,0,3,0,0,4,0,0,21,..,3,5,0,0,4,0,0,0,14,..,5,4,4,4,0,6,5,0,23,..,15,13,15,26,34,34,28,6,176,0,9,0,6,6,5,6,0,0,29,0,0,0,0,0,0,0,0,0,0,224,87,130,152,138,167,163,66,13,1135
LGA59320,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,7,9,0,0,16,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,36,17,15,29,24,30,20,6,0,186,..,0,15,25,30,48,20,7,3,149,..,4,17,8,3,5,11,0,0,52,..,0,0,3,4,3,0,0,0,12,85,..,..,..,..,..,..,..,..,85,..,8,..,..,..,..,..,..,..,8,..,9,4,3,0,0,0,0,0,22,..,0,0,0,0,0,4,0,0,3,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,3,0,0,0,8,..,0,0,3,8,10,11,5,0,42,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,87,34,38,44,47,72,49,10,0,388
LGA59330,..,0,0,0,0,0,0,0,0,0,..,0,0,5,0,0,0,0,0,7,..,5,7,0,4,3,13,7,0,38,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,29,16,18,19,19,28,30,25,0,183,..,0,15,15,26,25,25,36,0,135,..,0,14,6,4,12,3,0,0,35,..,0,0,5,4,0,0,0,0,15,56,..,..,..,..,..,..,..,..,56,..,8,..,..,..,..,..,..,..,8,..,9,0,4,0,0,0,0,0,12,..,0,3,4,0,3,0,0,0,13,..,0,0,0,0,0,0,0,0,0,..,0,0,5,0,3,4,3,0,15,..,7,7,5,12,21,34,17,5,98,0,3,3,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,56,26,41,41,42,63,62,51,5,400
LGA59340,..,5,11,3,10,3,3,0,0,35,..,14,42,10,5,9,3,4,0,89,..,21,60,41,50,50,34,19,0,268,19,16,29,20,20,35,41,4,0,180,0,0,6,0,0,4,4,0,0,11,717,351,549,465,424,349,164,40,5,3063,..,10,189,299,306,311,128,30,0,1275,..,114,326,239,173,94,39,5,0,974,..,26,78,92,87,41,19,5,0,360,1408,..,..,..,..,..,..,..,..,1408,..,121,..,..,..,..,..,..,..,121,..,191,66,36,15,5,0,0,0,317,..,81,62,28,42,45,24,10,7,289,..,13,28,17,13,11,5,0,0,78,..,37,85,22,16,28,9,6,0,205,..,36,107,72,113,106,77,36,0,546,39,25,62,35,30,60,84,19,0,348,0,3,7,3,0,3,4,0,0,24,1445,654,1003,847,793,705,379,106,10,5948
LGA59350,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,7,4,11,6,8,8,0,57,..,0,3,0,7,0,3,0,0,20,..,3,5,0,6,4,4,0,0,19,..,0,5,0,4,0,0,0,0,15,26,..,..,..,..,..,..,..,..,26,..,0,..,..,..,..,..,..,..,0,..,0,6,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,3,3,0,5,0,0,15,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,24,4,19,5,24,13,11,6,4,116
LGA59360,..,0,0,0,0,0,0,0,0,3,..,0,0,0,5,0,0,0,0,10,..,6,3,3,7,4,12,5,3,51,0,4,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,50,16,41,34,66,57,44,17,5,334,..,3,20,38,60,73,66,21,5,276,..,3,25,12,18,15,5,0,0,88,..,0,6,7,7,6,0,0,0,20,99,..,..,..,..,..,..,..,..,99,..,3,..,..,..,..,..,..,..,3,..,12,12,3,0,0,0,0,0,26,..,0,3,0,4,0,0,0,0,8,..,0,3,0,0,0,0,0,0,13,..,4,5,0,9,7,4,0,0,24,..,10,10,11,31,39,26,23,6,154,0,6,3,0,3,3,3,0,0,25,0,0,0,0,0,0,0,0,0,0,101,50,82,78,127,142,106,43,5,733
LGA59370,..,0,0,0,3,0,5,0,0,9,..,3,11,0,0,4,5,0,0,34,..,8,6,11,18,53,66,68,12,242,9,11,8,0,0,3,7,6,0,40,0,0,0,0,0,0,0,0,0,0,239,100,103,166,177,274,293,154,36,1537,..,4,65,178,186,309,362,150,33,1284,..,18,48,48,37,44,38,14,0,254,..,3,14,31,27,22,16,12,5,136,450,..,..,..,..,..,..,..,..,450,..,61,..,..,..,..,..,..,..,61,..,81,38,17,15,13,4,0,0,165,..,9,3,3,0,7,17,8,10,56,..,3,5,0,3,3,6,0,0,26,..,5,10,3,4,13,21,4,0,60,..,7,17,17,41,108,127,116,26,463,7,10,10,3,5,5,15,8,0,63,0,0,0,0,0,0,0,0,0,0,456,201,215,296,332,530,601,310,75,3014
LGA59799,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,15
