SA2_CODE_2021,Neg_Nil_Inc_CF_no_chldren,Neg_Nil_Inc_CFwith_chldren,Neg_Nil_Inc_OnePF,Neg_Nil_Inc_Oth_family,Neg_Nil_Inc_Total,1_149_CF_no_chldren,1_149_CFwith_chldren,1_149_One_PF,1_149_Oth_family,1_149_Total,150_299_CF_no_chldren,150_299_CFwith_chldren,150_299_OnePF,150_299_Oth_family,150_299_Total,300_399_CF_no_chldren,300_399_CFwith_chldren,300_399_OnePF,300_399_Oth_family,300_399_Total,400_499_CF_no_chldren,400_499_CFwith_chldren,400_499_OnePF,400_499_Oth_family,400_499_Total,500_649_CF_no_chldren,500_649_CFwith_chldren,500_649_OnePF,500_649_Oth_family,500_649_Total,650_799_CF_no_chldren,650_799_CFwith_chldren,650_799_OnePF,650_799_Oth_family,650_799_Total,800_999_CF_no_chldren,800_999_CFwith_chldren,800_999_OnePF,800_999_Oth_family,800_999_Total,1000_1249_CF_no_chldren,1000_1249_CFwith_chldren,1000_1249_OnePF,1000_1249_Oth_family,1000_1249_Total,1250_1499_CF_no_chldren,1250_1499_CFwith_chldren,1250_1499_OnePF,1250_1499_Oth_family,1250_1499_Total,1500_1749_CF_no_chldren,1500_1749_CFwith_chldren,1500_1749_OnePF,1500_1749_Oth_family,1500_1749_Total,1750_1999_CF_no_chldren,1750_1999_CFwith_chldren,1750_1999_OnePF,1750_1999_Oth_family,1750_1999_Total,2000_2499_CF_no_chldren,2000_2499_CFwith_chldren,2000_2499_OnePF,2000_2499_Oth_family,2000_2499_Total,2500_2999_CF_no_chldren,2500_2999_CFwith_chldren,2500_2999_OnePF,2500_2999_Oth_family,2500_2999_Total,3000_3499_CF_no_chldren,3000_3499_CFwith_chldren,3000_3499_OnePF,3000_3499_Oth_family,3000_3499_Total,3500_3999_CF_no_chldren,3500_3999_CFwith_chldren,3500_3999_OnePF,3500_3999_Oth_family,3500_3999_Total,4000orMore_CF_no_chldren,4000orMore_CFwith_chldren,4000orMore_OnePF,4000orMore_Oth_family,4000orMore_Total,Part_IncStated_CF_no_chldren,Part_IncStated_CFwith_chldren,Part_IncStated_OnePF,Part_IncStated_Oth_family,Part_IncStated_Total,All_Inc_NS_CF_no_chldren,All_Inc_NS_CFwith_chldren,All_Inc_NS_OnePF,All_Inc_NS_Oth_family,All_Inc_NS_Total,Total_CF_no_chldren,Total_CFwith_chldren,Total_OnePF,Total_Oth_family,Total_Total
501011001,15,3,5,0,17,5,4,0,0,10,4,0,4,0,12,0,4,3,0,12,27,3,9,0,38,22,0,11,0,30,98,12,24,0,134,78,19,18,5,118,77,26,23,0,133,97,39,15,3,152,59,45,15,0,121,60,50,8,0,112,95,89,16,0,208,55,77,3,0,137,39,59,0,0,101,15,44,0,0,59,45,58,0,0,104,72,130,15,0,217,16,9,4,0,27,877,677,172,9,1737
501011003,18,8,7,0,33,13,0,4,0,16,11,0,5,0,15,9,0,4,5,11,38,0,13,0,50,22,0,18,0,38,89,15,37,0,150,85,17,42,0,147,146,39,46,0,231,149,50,23,3,223,69,70,25,0,163,105,73,19,6,189,180,185,21,0,387,112,193,10,0,310,81,136,10,0,228,51,64,4,0,117,170,249,5,0,430,123,275,28,0,431,10,9,9,0,24,1484,1381,320,21,3201
501011004,8,3,0,0,13,4,0,0,0,7,5,0,7,0,12,6,0,6,0,17,27,0,14,0,40,18,8,40,0,57,52,5,40,0,97,57,14,46,6,123,74,43,67,0,187,99,81,38,6,225,46,78,38,0,157,82,80,15,0,179,144,182,27,5,356,101,148,18,0,253,57,121,6,0,185,33,71,0,0,105,65,116,10,0,190,91,198,47,0,336,10,9,6,0,21,979,1149,418,16,2569
501011293,27,6,6,0,35,14,0,0,0,13,8,3,7,0,16,8,0,10,0,19,21,0,17,0,40,29,6,27,6,67,157,4,54,5,216,106,11,62,4,178,116,17,55,4,189,142,46,32,0,217,53,63,25,3,142,69,41,21,0,131,142,133,37,0,310,94,104,20,0,222,55,93,0,0,153,29,68,0,0,102,82,139,0,0,219,98,169,36,0,308,22,12,5,0,34,1279,917,394,32,2619
501011294,31,7,11,0,43,22,0,0,0,23,14,0,7,0,31,15,0,14,0,30,83,8,41,0,134,54,12,60,3,126,318,21,90,3,432,192,29,91,9,318,255,66,113,3,438,219,121,88,4,434,132,114,43,3,296,131,118,40,5,294,253,272,63,4,586,166,246,15,0,435,114,223,14,0,350,65,129,3,0,198,123,273,14,0,410,179,344,67,0,584,38,18,8,0,61,2401,2004,777,39,5220
501021005,41,5,15,0,55,13,0,8,0,18,17,0,9,0,31,21,0,9,0,35,54,9,39,0,100,39,8,61,0,110,232,11,85,9,329,149,22,86,4,260,181,55,78,3,312,169,100,69,4,341,89,105,46,9,244,118,157,52,3,326,257,388,68,9,724,203,304,31,0,535,164,292,25,3,484,85,181,8,0,275,145,403,10,0,549,165,398,72,0,639,29,21,4,0,58,2170,2451,767,45,5429
501021007,19,0,4,0,18,4,0,3,0,8,6,0,7,0,11,3,0,9,0,8,27,0,9,0,34,19,3,21,0,45,87,3,15,0,114,42,15,18,0,75,58,15,25,0,97,74,25,18,0,121,38,24,16,0,78,39,27,18,0,83,87,103,16,0,199,46,73,3,0,124,46,55,3,0,108,17,41,3,0,58,53,78,0,0,128,64,124,22,0,211,18,5,3,0,30,723,606,220,9,1558
501021008,11,0,11,0,22,3,0,0,0,7,5,0,10,0,9,3,0,24,0,22,10,0,21,0,33,17,3,57,0,76,91,4,44,3,140,52,18,56,4,133,65,30,54,3,153,52,37,47,8,145,41,33,25,7,96,35,34,21,4,94,96,77,19,0,192,50,67,10,0,128,31,51,7,0,82,9,26,3,0,38,22,35,0,0,56,50,71,37,4,154,4,3,8,0,15,640,492,446,30,1616
501021009,17,4,3,0,24,0,0,0,0,5,3,0,5,0,12,10,0,15,0,28,46,0,33,0,78,31,7,43,0,78,183,23,29,3,237,74,24,48,5,154,81,39,38,0,158,99,42,41,7,187,46,44,15,3,109,61,54,13,0,124,88,102,32,0,224,68,108,19,0,202,64,92,6,0,162,25,55,0,0,80,41,105,8,0,159,68,132,28,0,239,25,7,10,4,42,1047,831,390,32,2292
501021010,6,0,4,0,9,8,0,0,0,10,0,0,0,0,0,3,0,0,0,0,15,0,5,0,19,9,3,5,0,13,48,0,5,0,55,31,5,10,0,39,33,8,11,0,54,38,11,5,0,56,15,15,4,0,42,15,23,0,0,46,53,56,13,0,120,34,45,0,0,85,34,44,0,4,86,17,36,3,0,59,47,65,0,0,113,36,73,13,0,126,8,3,4,0,12,454,393,90,4,941
501021011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501021012,17,0,9,0,26,4,3,0,0,7,3,0,5,0,9,3,0,12,0,13,40,0,11,5,56,27,0,35,0,65,187,14,50,0,247,112,22,68,0,197,102,37,74,8,217,120,53,38,4,227,57,83,37,3,176,79,82,21,5,194,195,222,46,4,464,123,210,14,6,355,96,187,12,3,298,39,88,0,0,134,86,222,12,0,320,103,213,36,0,355,13,7,9,0,36,1414,1465,497,37,3408
501021014,37,0,3,0,42,13,0,4,0,22,8,0,3,0,13,8,0,14,0,24,36,4,20,0,59,26,3,33,0,64,141,10,37,0,191,85,13,41,8,147,89,37,47,9,188,87,45,39,0,179,46,61,16,0,127,70,56,14,3,142,121,149,30,9,304,92,120,17,0,232,68,81,10,0,162,36,72,0,0,113,95,142,6,0,236,74,191,31,4,300,19,5,9,0,42,1162,1005,363,41,2569
501021015,12,0,6,0,19,4,0,0,0,4,9,3,3,0,19,0,0,6,0,12,25,6,21,0,55,18,3,45,0,69,112,11,40,0,163,73,15,42,8,137,56,33,56,0,139,93,41,35,4,169,47,53,28,0,126,55,60,23,0,139,92,112,33,10,241,50,81,13,3,152,58,64,4,0,131,33,45,4,0,72,39,78,7,3,125,64,106,25,9,199,8,8,4,0,16,859,699,391,43,1987
501021016,8,0,0,0,18,13,0,3,0,15,3,0,8,0,12,3,0,5,0,11,15,0,5,0,18,14,4,15,0,30,92,4,9,0,105,47,14,15,3,83,42,11,12,0,67,46,19,11,0,80,21,21,6,0,51,22,19,3,0,50,50,53,7,0,110,37,48,3,0,88,27,40,4,0,73,7,28,0,0,36,38,67,3,4,112,31,93,29,0,154,15,9,4,0,22,545,434,144,13,1131
501021251,11,0,4,0,16,0,3,3,0,10,5,0,6,0,12,0,0,16,0,16,11,4,27,0,37,8,6,36,0,52,87,6,36,0,130,46,16,37,5,94,57,19,54,0,129,51,61,52,0,167,40,66,42,4,145,46,67,27,0,145,117,210,50,7,382,88,189,20,0,298,75,159,11,0,241,26,104,10,0,133,85,234,7,0,325,63,220,35,0,323,0,9,6,0,16,817,1368,470,21,2679
501021252,10,0,0,0,10,9,0,0,0,9,3,3,0,0,3,0,0,0,0,3,12,0,5,0,14,5,0,6,0,8,26,3,6,0,34,27,7,4,0,42,25,5,11,0,38,23,15,0,0,39,14,14,7,0,36,15,5,8,0,33,43,48,13,3,100,39,50,4,0,93,21,59,3,0,80,13,38,5,0,52,48,96,6,0,148,26,86,13,0,120,7,3,0,0,15,365,430,76,5,882
501021253,21,0,6,0,28,10,0,6,0,15,6,0,4,0,10,9,3,13,0,18,32,5,21,0,59,26,8,42,0,75,156,15,45,0,220,115,10,70,4,195,122,29,58,3,214,127,48,55,0,224,61,48,30,7,147,108,60,28,7,201,176,112,52,3,342,141,143,29,0,313,111,139,19,0,266,58,93,0,0,155,188,245,16,4,454,97,157,43,0,304,20,0,3,5,28,1596,1115,528,35,3275
501021254,8,0,5,0,15,0,0,0,0,4,3,0,5,0,10,0,0,17,0,22,20,0,21,0,46,16,3,41,0,64,89,14,46,5,148,42,15,50,0,107,38,25,50,4,119,50,32,31,0,111,33,28,23,10,92,24,42,18,0,81,47,70,34,0,150,38,51,8,0,95,27,46,4,0,75,11,22,4,0,35,8,18,3,0,35,33,42,29,0,110,0,3,4,0,10,493,424,384,23,1323
501031017,22,8,4,0,32,10,0,0,0,13,10,4,0,0,9,10,3,6,0,18,46,0,14,0,63,30,0,23,0,51,135,9,26,0,167,94,12,26,0,138,101,22,22,3,147,97,34,23,0,158,40,38,6,0,88,63,41,7,0,113,116,102,6,0,239,65,82,0,0,144,49,64,4,0,118,31,37,0,0,66,41,67,0,0,116,78,124,24,0,228,15,6,5,0,21,1056,660,207,16,1933
501031018,18,0,0,0,26,16,0,0,0,18,3,0,3,0,10,4,0,5,0,7,36,0,14,0,60,19,4,22,0,45,114,9,19,3,147,87,12,21,3,125,70,28,19,3,124,85,34,16,0,135,44,30,13,3,88,41,37,3,0,81,75,82,16,0,176,60,81,3,0,144,56,51,3,0,113,32,35,4,0,67,68,87,0,0,152,70,105,21,0,196,14,0,3,0,25,917,603,195,18,1726
501031019,11,0,0,0,10,6,0,0,0,9,3,0,6,0,7,0,0,10,0,10,20,3,17,0,36,14,4,16,0,38,77,10,21,0,111,41,27,26,0,93,47,36,25,3,111,61,38,28,5,128,33,44,11,3,90,49,34,8,0,85,87,89,16,3,195,68,69,5,0,144,40,42,6,0,85,13,25,0,0,34,30,32,0,0,66,44,58,17,4,117,16,3,5,0,29,657,515,210,22,1404
501031020,19,0,0,0,22,6,0,3,0,14,12,0,3,0,20,6,0,0,0,6,32,0,4,0,46,25,3,4,0,33,112,4,22,0,142,70,14,13,0,104,73,31,13,0,112,73,30,6,0,110,22,20,10,0,59,48,35,11,0,94,74,57,4,0,138,38,50,0,0,83,27,40,0,0,70,14,14,5,0,33,36,31,4,0,69,72,87,11,0,171,14,4,0,0,23,771,426,137,12,1347
502011021,24,8,13,0,44,20,0,0,0,21,5,0,5,0,18,9,0,12,0,18,54,4,14,0,70,26,9,22,3,65,197,7,27,4,239,107,13,38,0,156,99,27,37,0,168,123,29,27,0,175,48,40,16,0,101,56,45,17,0,116,97,113,23,5,234,61,105,14,0,185,49,115,8,0,172,20,59,0,0,81,83,160,16,4,255,94,220,27,0,340,18,3,10,0,33,1205,949,320,21,2488
502011022,49,6,9,0,57,14,0,4,0,17,6,0,0,0,11,7,3,8,0,17,47,4,21,0,68,25,5,47,0,70,202,13,47,3,265,143,22,48,5,223,150,23,48,3,225,124,32,27,3,190,63,27,31,0,122,66,46,25,0,134,126,99,35,10,265,86,101,16,0,206,73,104,7,4,185,38,70,5,0,108,97,177,7,0,280,135,180,39,0,359,17,5,6,0,29,1464,923,426,23,2839
502011023,25,3,10,0,37,11,0,3,0,13,5,0,10,0,21,7,3,19,0,28,38,6,33,0,74,39,12,78,3,134,232,21,70,7,328,133,25,61,12,231,109,40,70,5,224,109,72,45,5,228,55,59,30,0,142,48,57,30,0,136,104,126,30,8,269,62,85,19,0,175,46,64,7,0,116,19,40,6,0,63,43,82,7,0,137,79,156,40,5,274,24,3,8,0,40,1186,857,585,48,2676
502011024,50,5,11,0,74,17,5,0,0,24,23,0,12,0,35,16,0,19,0,32,79,0,35,0,120,47,10,69,0,130,394,13,76,3,490,308,25,98,0,432,289,57,81,8,437,256,69,84,6,417,107,83,58,7,251,125,88,46,0,253,255,242,75,4,571,161,213,31,5,399,157,203,25,3,386,84,148,12,0,242,218,406,33,0,659,218,426,72,3,720,51,12,10,0,68,2856,2011,849,41,5754
502011025,34,0,12,0,50,9,0,4,0,19,13,0,8,4,22,9,0,24,0,41,27,0,45,0,81,21,11,84,6,122,183,14,72,6,270,126,21,79,11,237,126,34,56,7,225,128,45,50,4,224,44,29,32,3,105,57,39,22,4,127,108,75,35,0,224,64,48,14,3,126,42,37,4,5,94,28,20,3,0,50,71,79,8,4,158,96,93,48,4,246,30,11,8,7,54,1216,569,610,70,2464
502011026,15,0,7,0,32,7,0,3,0,10,8,0,4,0,13,6,0,3,0,11,31,0,12,5,47,15,5,32,0,53,153,8,27,0,191,81,4,28,4,124,72,18,43,0,131,79,23,20,0,125,42,20,16,0,77,42,24,13,0,81,74,72,30,0,179,66,69,12,0,150,53,56,4,0,109,18,38,6,0,57,61,124,10,0,199,89,139,23,0,252,18,6,3,0,24,940,614,287,20,1858
502011027,29,7,9,0,47,16,4,7,0,29,10,0,3,0,19,11,0,22,0,34,58,5,27,0,88,51,12,87,6,150,240,25,71,5,345,179,37,96,6,324,184,69,105,4,365,181,104,102,3,388,97,122,54,3,275,109,134,57,3,297,237,362,104,14,713,170,329,32,3,533,147,324,18,4,496,68,201,12,0,285,184,487,19,0,684,205,524,65,0,792,36,26,6,0,68,2215,2778,912,49,5949
502011028,33,3,10,0,45,13,0,10,0,16,11,0,18,0,24,3,0,13,3,31,46,8,41,3,98,46,13,70,0,127,273,17,70,0,360,165,35,67,7,273,138,43,59,6,238,138,59,45,3,257,63,59,38,0,159,60,52,21,4,141,129,117,34,4,281,95,67,25,0,190,59,73,17,0,143,33,52,3,3,97,86,125,8,0,222,119,151,53,0,327,31,8,10,0,51,1552,871,611,53,3083
502011029,28,8,3,0,37,10,0,3,0,11,13,0,4,0,16,7,4,20,0,31,45,6,25,0,70,26,4,44,3,77,199,20,54,0,268,109,19,46,4,174,96,41,57,9,201,89,49,46,0,187,60,47,25,0,131,62,63,24,0,147,127,134,25,0,280,85,126,12,0,228,53,120,15,4,192,30,67,6,0,97,65,154,9,0,225,115,230,43,4,389,29,16,3,0,49,1237,1093,455,27,2818
503011030,15,4,4,0,16,11,3,0,0,10,3,0,0,0,4,0,0,0,0,4,13,0,5,0,15,5,0,6,0,8,37,0,0,0,38,26,3,14,0,41,54,9,12,0,68,57,0,10,0,66,26,4,10,0,40,32,18,10,0,55,58,33,13,0,102,44,39,14,5,95,49,49,9,0,109,21,47,4,0,75,248,674,22,0,947,37,120,21,0,176,12,7,0,0,23,726,1001,142,14,1888
503011031,15,9,12,0,23,9,3,8,0,20,7,3,5,0,10,4,0,6,0,11,12,0,13,0,31,17,5,16,0,33,32,6,11,0,56,39,6,26,3,76,39,3,28,8,77,64,23,38,4,129,50,17,19,10,89,53,18,28,7,106,102,56,30,0,183,109,43,20,0,165,72,56,21,5,154,53,61,6,3,122,281,509,36,3,834,70,88,28,0,183,12,3,3,0,16,1027,900,348,40,2314
503011032,10,0,8,0,24,8,0,4,0,11,7,0,0,4,7,0,0,0,0,5,10,4,3,0,18,8,8,4,3,20,24,0,9,0,34,27,3,13,0,45,37,0,5,6,50,38,3,11,0,52,18,10,10,0,39,42,7,10,0,61,67,32,33,5,136,67,44,9,0,119,66,43,14,0,123,51,39,5,0,97,339,620,54,3,1014,63,97,19,0,180,12,4,0,0,14,896,919,210,25,2045
503011033,14,0,0,0,17,5,4,0,0,12,0,0,4,0,7,0,0,4,0,4,20,0,7,0,27,15,0,4,0,21,29,4,11,0,40,22,4,5,0,35,46,12,17,0,79,50,19,15,0,79,33,10,19,5,61,37,26,15,0,77,64,66,26,0,159,54,71,21,4,145,57,87,11,0,152,34,87,0,0,130,205,915,32,0,1155,43,111,22,0,176,3,3,3,0,11,757,1410,223,21,2410
503011034,17,5,14,0,35,9,0,8,0,20,0,0,3,0,8,7,4,5,0,12,22,0,8,0,29,15,3,18,0,42,36,7,11,3,54,42,11,20,0,68,58,11,27,6,101,62,21,13,0,99,35,24,23,6,83,47,31,22,4,104,99,44,36,4,182,69,54,15,0,146,77,86,12,0,178,44,44,3,0,87,332,801,44,5,1178,75,145,26,3,249,12,5,0,0,15,1050,1304,303,31,2690
503011035,44,11,12,5,73,15,3,6,0,25,20,0,10,5,26,12,0,4,0,18,23,10,9,0,39,18,9,14,0,42,58,21,10,9,94,69,19,38,3,126,103,36,33,9,184,122,34,31,6,188,79,44,29,4,150,101,59,24,9,184,183,122,53,6,363,136,93,25,8,255,115,101,18,0,239,72,93,8,0,172,572,1373,79,5,2020,93,209,29,0,337,12,13,0,0,23,1826,2252,422,68,4566
503011036,14,0,3,0,20,6,0,5,0,13,3,0,3,3,5,0,5,10,0,6,7,0,8,0,21,5,0,9,0,17,48,0,8,0,54,44,5,11,4,67,53,6,16,0,74,65,9,22,0,97,25,16,12,0,56,53,16,14,5,89,74,74,44,0,187,57,71,13,0,143,56,80,13,0,151,38,97,10,0,139,258,872,54,0,1185,49,129,29,0,204,7,3,0,0,16,873,1380,292,15,2557
503021037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,11,5,0,0,12
503021038,13,5,8,6,25,11,0,5,0,11,10,0,4,0,8,3,0,5,0,6,11,4,10,0,23,14,7,11,4,30,54,0,23,0,75,30,9,24,8,71,48,13,37,0,104,54,20,33,5,109,34,24,30,6,95,41,28,29,0,100,123,97,59,0,275,138,119,11,14,284,118,166,21,3,307,85,124,5,0,213,347,765,50,3,1168,72,109,22,0,201,5,4,3,0,14,1207,1498,375,58,3135
503021039,26,0,6,5,36,4,0,3,0,3,11,5,7,0,20,8,0,11,0,19,21,0,11,3,38,16,5,19,0,44,92,10,29,4,131,70,10,33,8,116,94,22,51,10,178,141,33,38,8,219,85,36,58,9,185,108,30,37,0,177,219,124,65,17,416,174,119,30,3,322,142,173,16,5,338,99,145,11,0,256,510,911,45,10,1469,109,151,40,6,299,23,8,0,0,34,1939,1788,503,77,4304
503021040,15,0,6,5,23,4,0,0,0,4,3,0,0,0,5,0,3,4,0,9,19,0,9,4,25,7,5,12,0,29,50,6,17,0,65,31,8,26,3,73,55,18,30,8,113,56,18,22,5,103,34,32,24,3,94,45,24,17,0,87,104,66,35,7,213,111,86,15,6,219,93,106,11,0,214,65,101,6,4,168,282,522,21,4,830,54,73,20,0,152,14,0,0,0,12,1043,1070,283,50,2444
503021042,27,0,13,0,47,7,0,4,0,16,7,0,3,0,14,6,0,8,0,15,28,3,11,0,42,26,3,19,5,59,81,6,24,4,114,74,14,29,9,126,110,24,39,9,176,113,36,33,7,187,68,27,33,3,142,122,44,53,8,216,200,139,76,10,425,197,110,25,9,336,155,135,27,4,321,133,132,10,0,275,542,999,78,12,1629,120,141,45,0,310,9,3,6,0,28,2040,1821,543,73,4480
503021043,27,6,10,0,43,7,5,0,0,11,10,5,9,0,23,8,0,11,0,18,26,5,18,4,46,26,4,35,0,75,68,17,30,0,109,100,23,41,4,163,115,53,51,7,224,159,69,54,23,310,104,76,35,5,222,122,83,31,5,246,257,203,59,15,540,193,167,22,6,388,159,172,29,7,368,104,135,10,3,242,432,1022,59,5,1518,115,154,39,3,315,12,12,3,0,25,2033,2214,541,106,4899
503021295,36,0,7,5,53,12,0,4,0,13,7,0,5,0,13,0,0,3,0,9,15,4,8,0,28,9,3,9,6,26,47,4,19,0,79,50,15,18,4,81,83,20,22,9,135,131,21,10,4,170,83,28,22,6,135,88,38,20,9,152,249,93,25,9,377,183,45,14,10,251,168,60,20,4,250,124,26,4,0,158,451,216,22,4,694,148,56,18,0,219,10,0,4,0,15,1889,648,256,74,2864
503021296,19,0,8,4,27,7,0,3,0,4,0,0,0,0,6,6,7,5,0,14,10,0,11,0,27,7,7,10,0,37,44,9,24,0,79,44,13,26,7,88,60,19,22,8,103,93,24,19,7,148,73,24,16,4,118,85,35,25,4,145,192,54,29,8,285,193,55,15,8,270,145,62,15,0,227,125,56,0,0,183,316,194,20,7,531,136,51,15,6,202,16,4,0,0,15,1571,626,268,61,2521
