UCL_CODE_2021,P_400_499_15_19_yr,P_400_499_20_24_yr,P_400_499_25_34_yr,P_400_499_35_44_yr,P_400_499_45_54_yr,P_400_499_55_64_yr,P_400_499_65_74_yr,P_400_499_75_84_yr,P_400_499_85_yr_over,P_400_499_Tot,P_500_649_15_19_yr,P_500_649_20_24_yr,P_500_649_25_34_yr,P_500_649_35_44_yr,P_500_649_45_54_yr,P_500_649_55_64_yr,P_500_649_65_74_yr,P_500_649_75_84_yr,P_500_649_85_yr_over,P_500_649_Tot,P_650_799_15_19_yr,P_650_799_20_24_yr,P_650_799_25_34_yr,P_650_799_35_44_yr,P_650_799_45_54_yr,P_650_799_55_64_yr,P_650_799_65_74_yr,P_650_799_75_84_yr,P_650_799_85_yr_over,P_650_799_Tot,P_800_999_15_19_yr,P_800_999_20_24_yr,P_800_999_25_34_yr,P_800_999_35_44_yr,P_800_999_45_54_yr,P_800_999_55_64_yr,P_800_999_65_74_yr,P_800_999_75_84_yr,P_800_999_85_yr_over,P_800_999_Tot,P_1000_1249_15_19_yr,P_1000_1249_20_24_yr,P_1000_1249_25_34_yr,P_1000_1249_35_44_yr,P_1000_1249_45_54_yr,P_1000_1249_55_64_yr,P_1000_1249_65_74_yr,P_1000_1249_75_84_yr,P_1000_1249_85_yr_over,P_1000_1249_Tot,P_1250_1499_15_19_yr,P_1250_1499_20_24_yr,P_1250_1499_25_34_yr,P_1250_1499_35_44_yr,P_1250_1499_45_54_yr,P_1250_1499_55_64_yr,P_1250_1499_65_74_yr,P_1250_1499_75_84_yr,P_1250_1499_85_yr_over,P_1250_1499_Tot,P_1500_1749_15_19_yr,P_1500_1749_20_24_yr,P_1500_1749_25_34_yr,P_1500_1749_35_44_yr,P_1500_1749_45_54_yr,P_1500_1749_55_64_yr,P_1500_1749_65_74_yr,P_1500_1749_75_84_yr,P_1500_1749_85_yr_over,P_1500_1749_Tot,P_1750_1999_15_19_yr,P_1750_1999_20_24_yr,P_1750_1999_25_34_yr,P_1750_1999_35_44_yr,P_1750_1999_45_54_yr,P_1750_1999_55_64_yr,P_1750_1999_65_74_yr,P_1750_1999_75_84_yr,P_1750_1999_85_yr_over,P_1750_1999_Tot,P_2000_2999_15_19_yr,P_2000_2999_20_24_yr,P_2000_2999_25_34_yr,P_2000_2999_35_44_yr,P_2000_2999_45_54_yr,P_2000_2999_55_64_yr,P_2000_2999_65_74_yr,P_2000_2999_75_84_yr,P_2000_2999_85_yr_over,P_2000_2999_Tot,P_3000_3499_15_19_yr,P_3000_3499_20_24_yr,P_3000_3499_25_34_yr,P_3000_3499_35_44_yr,P_3000_3499_45_54_yr,P_3000_3499_55_64_yr,P_3000_3499_65_74_yr,P_3000_3499_75_84_yr,P_3000_3499_85_yr_over,P_3000_3499_Tot,P_3500_more_15_19_yr,P_3500_more_20_24_yr,P_3500_more_25_34_yr,P_3500_more_35_44_yr,P_3500_more_45_54_yr,P_3500_more_55_64_yr,P_3500_more_65_74_yr,P_3500_more_75_84_yr,P_3500_more_85_yr_over,P_3500_more_Tot,P_Personal_inc_ns_15_19_yr,P_Personal_inc_ns_20_24_yr,P_Personal_inc_ns_25_34_yr,P_Personal_inc_ns_35_44_yr,P_Personal_inc_ns_45_54_yr,P_Personal_inc_ns_55_64_yr,P_Personal_inc_ns_65_74_yr,P_Personal_inc_ns_75_84_yr,P_Personal_inc_ns_85_yr_over,P_Personal_inc_ns_Tot,P_OS_vis_15_19_yr,P_OS_vis_20_24_yr,P_OS_vis_25_34_yr,P_OS_vis_35_44_yr,P_OS_vis_45_54_yr,P_OS_vis_55_64_yr,P_OS_vis_65_74_yr,P_OS_vis_75_84_yr,P_OS_vis_85_yr_over,P_OS_vis_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
UCL521004,0,5,3,3,0,0,0,0,0,15,0,5,3,3,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,10,0,0,3,5,4,3,0,0,0,12,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,8,0,0,5,0,0,7,0,0,0,14,0,0,4,3,0,0,0,0,0,6,0,0,5,5,5,0,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,5,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,55,59,114,73,73,51,21,8,0,435
UCL521005,0,0,5,3,9,15,15,10,0,62,0,7,7,10,9,19,14,12,3,65,0,3,6,9,10,10,15,0,0,57,0,3,12,10,12,8,3,0,0,44,0,11,9,5,8,9,13,3,0,61,0,4,7,10,4,9,6,0,0,39,0,0,8,4,5,6,3,0,0,35,0,4,9,10,8,7,0,0,0,40,0,3,17,35,20,20,3,0,0,99,0,0,0,6,12,9,0,0,0,23,0,0,3,0,6,6,6,0,0,20,7,0,15,14,14,15,11,4,3,84,0,3,0,0,0,0,0,0,0,3,37,43,136,143,125,165,127,52,10,839
UCL521006,3,0,0,0,9,13,11,15,0,48,6,6,9,7,6,13,12,10,0,54,3,6,3,4,5,8,13,9,0,58,0,7,7,14,10,12,3,3,0,58,0,5,3,9,9,21,0,0,0,56,0,7,3,7,6,7,4,0,0,34,0,0,4,7,4,22,0,0,0,35,0,0,5,11,8,7,0,0,0,30,0,0,3,16,15,8,0,0,0,43,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,8,5,0,6,3,11,5,13,8,0,56,0,0,0,0,0,0,0,0,0,4,34,34,72,105,102,148,110,66,5,673
UCL521007,0,0,3,5,8,12,19,14,7,62,0,3,5,4,4,3,8,11,0,32,0,4,3,4,4,3,0,8,3,30,0,0,3,8,9,9,5,5,0,43,0,11,8,4,10,6,3,0,0,39,0,4,6,3,0,9,0,4,0,26,0,0,6,8,0,0,0,0,0,14,0,0,10,0,0,4,0,0,0,7,0,0,0,5,4,3,0,0,0,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,6,0,7,7,8,10,0,52,0,0,0,0,0,0,0,0,0,0,22,29,44,52,56,86,74,62,22,453
UCL521008,0,0,3,6,8,3,10,9,0,37,0,0,6,9,4,3,9,3,0,39,0,0,9,4,0,0,5,9,4,22,0,6,6,3,3,5,3,5,0,25,0,0,4,9,9,0,0,0,0,23,0,0,0,0,4,8,4,0,0,13,0,0,3,0,9,6,0,0,0,21,0,0,0,0,3,0,0,0,0,7,0,0,4,0,9,4,0,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,5,3,5,10,12,12,13,9,6,4,68,0,0,0,0,0,0,0,0,0,0,20,28,50,55,67,72,66,65,39,452
UCL521009,0,0,6,0,0,9,19,13,0,45,0,0,3,5,6,0,3,7,5,23,4,3,8,3,3,0,12,0,0,27,0,6,3,5,9,3,0,6,4,35,0,5,0,3,3,11,4,0,0,34,0,0,8,4,7,9,3,0,0,30,0,0,3,9,0,4,6,0,0,29,0,0,6,0,0,9,0,0,0,19,0,0,3,4,10,4,0,0,0,26,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11,5,3,11,7,14,9,15,11,12,85,0,0,0,0,0,0,0,0,0,0,27,22,65,62,62,73,98,58,22,489
UCL521010,0,8,8,0,11,8,14,13,0,69,5,8,8,0,12,7,14,5,0,61,5,3,8,5,9,3,3,0,0,38,0,9,8,3,11,4,0,0,0,37,0,9,7,8,8,13,4,3,0,51,0,5,5,4,9,5,0,0,0,28,0,0,3,8,8,6,5,0,0,30,0,0,0,0,5,8,0,0,0,14,0,0,5,8,7,5,0,0,0,32,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,12,0,6,6,14,5,9,8,0,67,0,0,0,0,0,0,0,0,0,0,57,51,95,76,113,96,93,52,12,633
UCL521011,4,3,0,5,0,4,5,7,0,24,0,0,0,3,3,0,9,0,0,23,0,0,3,6,8,0,0,5,0,26,3,7,6,13,7,10,4,0,0,42,0,8,8,4,9,0,0,0,0,36,0,0,6,5,14,4,0,0,0,35,0,0,4,9,10,5,0,0,0,34,0,0,0,10,4,3,0,0,0,25,0,3,11,17,18,8,0,0,0,57,0,0,3,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,33,30,65,102,79,61,33,14,0,411
UCL521012,0,0,0,3,0,4,9,10,0,32,3,0,9,3,0,7,13,0,0,41,0,0,3,0,4,8,15,3,0,37,0,5,4,3,12,3,6,0,0,27,0,0,8,4,7,7,12,0,0,37,0,0,4,9,9,11,0,0,0,31,0,0,6,4,8,9,5,0,0,30,0,0,0,6,3,5,0,0,0,20,0,0,6,8,13,12,5,0,0,38,0,0,0,0,9,3,0,0,0,12,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,7,6,5,0,21,0,0,0,0,0,0,0,0,0,0,29,15,56,49,71,104,106,23,9,460
UCL521013,6,5,0,5,3,10,18,5,4,61,9,3,12,3,11,10,12,4,0,63,3,4,6,3,8,5,7,0,0,39,3,8,3,10,11,7,9,0,0,53,0,3,11,12,12,10,8,0,0,56,0,0,11,8,12,9,0,0,0,50,0,0,10,12,11,9,0,0,0,45,0,0,9,6,9,5,0,0,0,25,0,0,6,8,12,17,3,0,0,49,0,0,4,6,5,0,0,0,0,11,0,0,4,4,7,0,0,0,0,18,6,0,9,8,3,11,4,3,0,44,0,0,0,0,0,0,0,0,0,0,73,36,111,91,134,131,90,24,10,697
UCL521014,4,0,3,0,5,10,21,13,4,64,4,0,3,3,5,0,7,0,0,28,0,4,0,4,6,8,8,4,0,29,0,0,5,4,11,15,3,0,0,46,0,0,7,7,14,11,8,0,0,50,0,0,6,5,8,8,0,0,0,35,0,0,9,8,8,14,8,0,0,48,0,0,10,0,17,8,0,0,0,31,0,5,23,17,23,14,3,0,0,81,0,0,6,9,0,8,0,0,0,24,0,0,5,11,5,3,0,0,0,29,8,8,39,45,39,38,24,9,0,214,0,0,0,0,0,0,0,0,0,0,32,37,126,134,151,168,134,28,4,823
UCL521015,0,0,0,4,3,7,16,17,9,64,0,0,3,3,0,0,11,10,6,40,3,3,8,4,0,7,5,4,0,38,0,6,10,7,7,14,10,0,0,55,0,4,9,8,9,8,9,0,0,44,3,3,4,3,5,8,3,0,0,43,0,0,17,4,5,13,5,0,0,42,0,0,3,4,0,7,0,0,0,15,0,0,7,6,12,11,3,0,0,34,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,3,4,0,3,0,6,10,10,4,6,41,0,0,0,0,0,0,0,0,0,0,23,25,72,55,67,81,106,58,37,518
UCL521016,0,0,5,0,4,6,12,4,5,37,0,4,8,4,5,6,11,7,3,45,0,5,5,7,3,3,6,3,5,35,3,4,10,11,4,3,11,4,0,45,5,3,11,4,11,9,0,5,0,46,0,3,10,9,0,9,6,0,0,32,0,3,10,0,4,6,6,0,0,28,0,0,8,0,3,7,0,0,0,24,0,3,15,8,5,9,4,0,0,43,0,0,0,0,3,4,0,0,0,12,0,0,0,0,6,0,0,0,0,10,3,0,4,9,5,3,3,0,4,34,0,0,0,0,0,0,0,0,0,0,40,37,96,69,80,74,70,34,16,516
UCL521017,0,0,8,0,5,5,5,0,0,22,0,0,6,5,3,3,4,9,0,32,0,9,10,4,4,8,4,3,0,40,0,7,6,10,10,6,6,0,0,50,0,4,10,10,8,11,9,0,0,54,0,3,9,12,10,10,0,0,0,49,0,0,9,17,5,4,3,0,0,44,0,0,8,9,4,5,4,0,0,24,0,5,11,13,8,8,0,0,0,47,0,0,3,3,0,0,0,0,0,11,0,0,3,0,0,7,3,0,0,15,0,8,16,21,12,14,11,14,3,97,0,0,0,0,0,0,0,0,0,0,22,43,108,109,75,91,58,43,21,578
UCL521018,0,0,0,0,5,3,10,8,3,32,4,6,4,4,3,3,11,7,4,37,0,0,5,7,3,6,4,3,0,27,0,7,0,5,7,4,5,0,3,26,0,0,7,8,6,3,4,4,0,35,0,6,6,5,5,5,0,0,0,24,0,0,17,5,0,6,0,0,0,28,0,4,6,4,10,0,0,0,0,27,0,0,3,3,11,10,0,0,0,28,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,7,0,4,0,0,5,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,40,29,64,59,72,57,54,33,10,418
UCL521019,0,4,3,3,8,27,46,17,3,112,0,5,12,0,8,20,41,14,5,104,5,8,9,9,9,27,51,10,0,123,0,5,7,27,13,22,28,9,0,124,0,10,20,14,14,25,27,4,0,113,0,0,14,11,9,20,15,3,0,82,0,0,14,15,16,18,8,7,0,77,0,0,11,7,5,18,3,0,0,38,0,0,14,16,19,25,7,0,0,83,0,0,0,4,0,10,0,0,0,13,0,0,0,5,6,6,3,0,0,26,7,16,37,45,49,93,108,52,6,411,0,0,8,0,0,0,0,0,0,6,31,58,165,177,191,397,487,181,17,1693
UCL521020,0,0,7,6,4,12,26,7,0,65,4,0,8,0,9,8,12,3,0,35,3,6,5,3,4,4,14,3,0,44,3,3,5,6,13,9,4,3,0,45,0,0,3,4,13,10,6,0,0,43,0,0,8,3,5,3,0,0,0,24,0,0,0,3,10,4,3,0,0,21,0,0,0,0,4,3,0,0,0,9,0,0,4,9,13,11,0,0,0,40,0,0,5,3,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,12,5,0,4,0,4,3,10,6,0,32,0,0,0,0,0,0,0,0,0,0,41,32,52,60,102,110,137,49,4,584
UCL521021,0,3,3,8,0,12,14,10,5,53,0,0,9,6,3,3,14,5,0,46,0,3,11,6,4,10,11,3,3,49,6,12,10,6,6,9,10,4,0,63,0,3,5,13,13,10,6,5,0,51,0,0,4,10,10,12,0,0,0,42,0,0,4,15,15,6,3,0,0,44,0,4,4,9,8,0,0,0,0,23,0,0,4,12,10,7,0,0,0,42,0,0,0,3,3,0,0,0,0,9,0,0,0,4,4,0,7,0,0,15,0,0,10,4,4,4,9,7,4,46,0,0,0,0,0,0,0,0,0,0,46,30,82,114,89,104,103,63,12,644
UCL521022,5,0,0,5,0,0,3,3,0,23,0,0,4,9,6,9,8,0,0,39,3,5,8,4,9,5,5,0,0,40,0,4,3,8,0,8,6,0,0,32,0,5,13,7,10,15,10,0,0,59,0,0,7,7,10,10,3,0,0,38,0,5,7,20,13,12,5,0,0,55,0,0,11,8,15,6,3,0,0,38,0,0,10,7,16,17,3,0,0,47,0,0,0,0,5,5,0,0,0,13,0,0,0,3,8,5,4,0,0,17,10,3,10,5,21,13,9,0,0,72,0,0,0,0,0,4,0,0,0,3,49,24,73,87,136,125,76,9,4,578
UCL521023,3,0,6,9,0,11,6,5,0,40,0,0,5,4,4,7,10,0,0,30,0,0,0,5,0,3,0,0,0,14,0,0,4,5,0,0,0,0,0,23,0,0,3,12,11,0,7,0,0,37,0,7,8,0,7,11,0,0,0,29,0,4,11,12,3,3,5,0,0,42,0,0,0,8,3,5,0,0,0,14,0,0,4,7,13,6,3,0,0,31,0,0,3,0,0,0,0,0,0,3,0,0,5,0,4,0,0,0,0,13,0,3,0,11,3,6,10,4,3,45,0,0,0,0,0,0,0,0,0,0,29,24,76,84,57,79,70,18,12,444
UCL521024,0,0,12,13,29,22,15,17,0,112,4,11,15,10,12,8,17,6,0,79,0,4,12,13,10,6,9,0,0,58,5,7,13,5,6,5,12,0,0,60,6,15,21,16,15,19,14,3,0,97,0,3,21,16,9,13,8,0,0,69,0,4,19,13,14,20,8,6,0,77,0,4,16,12,8,15,0,0,0,51,0,4,22,18,18,23,6,0,0,75,0,0,3,3,3,0,0,0,0,19,0,0,0,6,11,5,0,0,0,22,34,22,50,59,52,41,43,17,9,320,0,0,7,0,0,0,0,0,0,3,131,116,297,272,235,214,188,61,10,1517
UCL521025,0,0,6,0,3,5,21,10,9,52,0,0,6,4,3,7,7,3,0,44,0,5,7,6,0,9,5,8,3,35,0,0,3,4,3,9,3,0,0,29,0,0,5,5,8,15,9,0,0,40,0,4,5,3,4,5,0,0,0,27,0,3,6,8,5,10,0,0,3,29,0,0,5,5,9,9,0,0,0,29,0,0,26,18,19,13,0,0,0,81,0,0,8,5,9,3,0,0,0,33,0,0,6,12,15,4,4,0,0,33,4,3,11,0,7,15,11,10,0,61,0,0,0,0,0,0,0,0,0,0,11,24,119,89,100,113,82,56,15,618
UCL521026,5,4,3,0,0,9,6,3,5,32,3,0,9,5,0,3,7,3,0,36,0,3,4,4,10,3,4,0,0,35,6,0,8,10,12,10,8,3,0,49,0,3,3,6,25,10,6,0,0,55,0,5,8,5,13,10,5,0,0,44,0,0,7,3,7,9,0,0,0,40,0,5,3,5,10,4,0,0,0,27,0,0,5,13,24,14,0,0,0,49,0,0,4,4,9,0,0,0,0,11,0,0,0,6,10,7,0,0,0,23,8,0,6,8,10,8,0,6,0,43,0,0,0,0,0,0,0,0,0,0,48,38,63,97,147,109,54,36,3,595
UCL521027,0,0,0,0,4,7,8,3,0,25,3,0,0,0,3,3,3,0,0,21,0,5,0,0,8,0,6,0,0,16,0,0,5,7,5,3,6,0,0,30,0,3,5,0,3,4,0,0,0,26,0,3,12,4,9,3,0,0,0,26,0,3,7,10,7,8,0,0,0,37,0,5,10,13,0,11,0,0,0,41,0,3,38,31,25,12,0,0,0,106,0,0,15,3,10,4,0,0,0,33,0,0,7,6,14,6,0,0,0,42,20,31,124,106,115,66,25,8,4,487,0,0,0,0,0,0,0,0,0,3,57,72,243,202,216,144,66,17,4,1021
UCL521028,0,0,8,7,8,7,25,29,6,92,3,0,5,4,9,11,11,14,9,67,3,7,3,7,8,17,10,0,0,51,0,3,8,4,13,7,3,0,0,44,0,0,14,5,11,19,0,0,3,58,0,0,4,4,10,8,0,0,0,33,0,0,5,3,6,12,0,4,0,34,0,0,3,5,3,7,0,0,0,19,0,0,0,6,3,3,4,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,10,4,6,7,18,17,9,7,3,77,0,0,0,0,0,0,0,0,0,0,40,22,75,76,101,134,111,81,37,688
UCL521029,4,0,0,8,3,8,18,20,7,66,5,0,3,3,6,5,13,5,0,51,0,5,12,3,0,16,12,6,4,59,0,5,5,12,7,11,5,0,0,51,0,11,15,22,11,27,4,5,0,86,0,3,13,11,5,10,5,3,0,52,0,0,11,7,7,7,0,0,3,38,0,0,9,8,7,6,0,0,0,25,0,0,0,3,3,13,4,0,0,18,0,0,0,0,0,5,5,0,0,9,0,0,0,4,6,3,3,0,0,15,4,0,11,8,13,12,7,22,11,87,0,0,0,0,0,0,0,0,0,0,35,33,99,101,92,148,100,81,39,722
UCL521030,0,3,0,3,9,6,16,14,4,44,5,0,0,3,5,14,12,3,0,44,0,13,23,10,4,8,7,3,0,68,3,3,50,3,10,6,6,0,0,82,0,4,7,6,11,4,3,6,0,43,0,0,6,5,5,10,0,3,0,37,0,0,0,7,9,8,5,9,0,38,0,0,3,0,0,7,3,0,0,18,0,0,4,3,8,8,3,0,0,28,0,0,4,0,0,0,0,3,0,8,0,0,0,0,4,0,3,0,3,14,5,9,15,7,10,15,11,9,5,69,0,0,13,9,3,0,3,0,0,25,16,36,130,67,83,124,131,74,18,684
UCL521031,0,8,0,0,5,9,10,0,0,33,0,0,5,0,4,4,10,3,0,29,0,0,7,6,0,6,4,0,0,24,0,0,3,0,0,3,6,0,0,17,4,0,9,6,13,9,3,0,0,45,0,4,11,3,8,10,0,0,0,37,0,4,14,8,9,13,7,0,0,54,0,3,17,7,3,12,3,0,0,46,0,7,27,25,17,22,3,0,0,100,0,0,12,5,4,12,0,0,0,43,0,0,13,16,16,13,0,0,0,52,3,25,89,78,46,57,27,9,0,334,0,0,0,0,0,0,0,0,0,0,21,66,232,177,157,171,103,25,5,963
UCL521032,5,0,6,6,3,5,9,11,0,45,0,4,4,6,4,7,10,4,0,33,0,3,0,3,4,6,6,0,0,21,0,0,6,7,10,5,3,0,0,31,0,5,5,3,5,13,5,0,0,44,0,0,14,6,6,9,0,0,0,29,0,0,9,6,4,8,0,0,0,22,0,0,7,0,6,4,9,0,0,24,0,0,13,0,11,8,6,0,0,40,0,0,0,0,0,7,0,0,0,4,0,0,0,0,4,10,0,0,0,14,21,13,40,24,33,34,17,8,0,185,0,0,0,0,0,0,0,0,0,5,50,58,134,74,101,129,83,27,0,658
UCL521033,0,0,4,3,0,5,15,5,0,30,0,3,0,6,5,4,6,0,0,29,0,0,0,5,0,4,15,0,0,28,0,0,0,3,3,10,3,0,0,24,0,0,4,3,7,10,4,0,0,29,0,0,3,5,3,3,0,0,0,20,0,3,4,0,0,4,0,0,0,17,0,3,9,0,3,4,0,0,0,27,0,0,10,14,15,10,0,0,0,58,0,0,6,4,7,4,0,0,0,27,0,0,6,6,7,7,0,0,0,26,20,17,101,94,101,84,37,12,0,462,0,0,0,0,0,0,0,0,0,0,25,35,154,150,174,175,116,24,3,859
UCL521034,4,4,5,6,7,9,12,9,0,51,7,0,3,5,5,9,7,9,0,41,5,4,5,3,9,0,9,3,0,43,0,10,4,3,13,12,4,0,0,49,0,0,7,4,13,9,0,0,0,39,0,6,6,7,5,19,4,0,0,44,0,0,9,7,4,11,0,0,0,36,0,0,5,8,11,5,0,0,0,32,0,0,0,6,17,11,0,0,0,43,0,0,4,3,0,4,0,0,0,16,0,0,0,0,3,4,0,0,0,14,0,0,12,7,5,11,3,5,0,39,0,0,0,0,0,0,0,0,0,0,44,42,71,82,123,132,81,38,11,629
UCL521035,0,0,0,0,4,6,12,12,7,39,0,0,7,0,3,9,10,0,0,33,0,0,8,7,6,9,11,9,0,55,6,0,3,10,8,13,4,0,0,39,0,0,3,7,14,13,5,0,0,44,0,0,4,0,4,4,0,0,0,19,0,0,0,3,0,0,0,0,0,11,0,0,0,0,3,6,0,0,0,10,0,0,5,8,3,10,0,0,0,16,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,9,8,3,8,5,15,4,49,0,0,0,0,0,0,0,0,0,0,29,13,38,59,66,95,87,65,19,462
UCL521036,3,3,3,0,3,13,22,13,5,68,0,0,4,0,9,10,10,4,0,35,0,4,6,3,3,10,8,6,0,37,0,4,7,11,8,5,5,0,0,39,0,0,8,4,5,5,3,0,0,31,0,0,4,0,3,4,0,0,0,12,0,0,7,7,4,6,0,0,0,15,0,0,0,5,5,9,7,0,0,20,0,0,3,3,6,6,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,8,3,12,0,18,17,20,10,0,88,0,0,0,0,0,0,0,0,0,0,18,32,74,38,94,116,94,43,10,515
UCL521037,5,0,6,15,12,19,29,13,0,91,4,5,9,15,11,13,11,10,0,72,5,6,6,16,12,0,7,5,0,56,0,0,10,14,9,11,3,0,0,52,0,0,11,8,10,9,4,0,0,42,0,0,0,11,6,0,0,0,0,24,0,0,4,10,5,8,0,4,0,30,0,0,5,9,3,0,4,0,0,18,0,0,3,16,10,9,0,0,0,41,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,4,7,8,6,3,6,9,4,52,0,0,0,0,0,0,0,0,0,0,67,36,91,146,125,122,105,64,11,772
UCL521038,3,0,6,0,11,10,23,33,24,114,0,0,0,8,8,9,15,6,4,56,4,0,6,5,5,6,7,8,0,40,0,0,0,5,5,5,5,0,5,31,0,0,6,5,0,14,7,0,0,32,0,0,0,4,8,7,6,0,0,30,0,0,0,3,9,10,0,0,0,24,0,0,0,0,4,3,4,0,0,15,0,0,0,4,7,11,0,0,0,25,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,12,4,5,8,13,9,16,21,15,3,98,0,0,0,0,0,0,0,0,0,0,35,20,43,62,89,137,161,89,45,679
UCL521039,7,0,4,9,5,10,12,4,0,47,0,0,5,14,7,11,12,9,0,58,0,3,5,6,11,18,8,5,5,55,0,3,5,5,10,19,10,8,0,56,0,0,7,8,10,11,10,5,0,54,0,0,3,7,10,12,4,0,0,34,0,0,0,16,5,21,0,0,4,43,0,0,0,8,7,8,4,0,0,24,0,0,0,6,10,14,0,0,0,37,0,0,0,0,3,0,0,3,0,8,0,0,0,3,0,3,0,0,0,14,9,0,0,3,7,3,5,5,4,41,0,0,0,0,0,0,0,0,0,0,56,10,53,101,97,145,103,62,16,645
UCL521040,3,0,5,0,3,8,32,12,3,65,0,0,7,3,3,3,22,11,0,61,0,0,8,3,5,7,15,9,0,43,0,8,4,0,4,13,11,0,0,54,0,0,20,8,17,20,13,0,0,87,0,3,13,12,16,11,14,4,0,69,0,0,9,10,8,9,10,0,0,58,0,3,17,12,11,10,5,0,0,62,0,0,34,27,23,23,3,0,0,108,0,0,4,12,10,6,0,0,0,39,0,0,6,30,13,14,8,0,0,77,0,19,60,46,52,65,67,11,0,321,0,8,14,0,0,0,0,0,0,28,12,56,217,192,191,249,264,76,11,1271
UCL521041,0,4,0,3,0,0,3,0,0,12,0,0,6,4,0,0,0,0,0,11,0,3,8,3,0,0,0,0,0,14,0,3,8,5,0,0,0,0,0,11,0,0,0,5,0,0,0,0,0,14,0,7,15,4,3,8,4,0,0,41,0,3,8,12,3,9,0,0,0,37,0,3,7,11,8,0,0,0,0,23,0,9,37,42,33,16,9,0,0,140,0,0,32,23,12,16,0,0,0,82,0,0,17,24,5,14,0,0,0,59,5,0,6,5,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,5,11,38,171,151,76,74,21,0,0,545
UCL521042,0,0,0,0,5,11,16,9,16,54,0,5,4,16,7,0,5,10,4,51,0,5,15,5,7,10,8,4,0,52,4,8,11,7,13,4,8,3,0,53,0,3,8,9,15,9,0,0,0,48,0,0,8,8,0,6,3,0,0,28,0,3,3,6,10,4,0,0,0,22,0,0,0,5,3,11,0,0,0,23,0,0,0,4,8,5,4,0,0,24,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,3,0,0,0,11,5,5,15,7,8,7,3,4,0,55,0,0,9,3,0,0,0,0,0,15,35,31,78,76,101,95,79,45,28,570
